,School,Date,Item,Remarks,
,Lithgow High,1944-1966,[1/5962],Punishment Book,
,Lithgow High,1952-1962,[1/5963],Punishment Book,
,Lithgow High,1960-1961,[1/5964],Programme and Lesson Register,
,Lithgow High,1960-1961,[1/5965],Programme and Lesson Register,
,Lithgow High,1961,[1/5966],Programme and Lesson Register,
,Lithgow High,1961,[1/5967],Programme and Lesson Register,
,Lithgow High,1959,[1/5968],Programme and Lesson Register,
,Lithgow High,1951-1956,[1/5969],Staff Meetings,
,Lithgow High,1936-1944,[1/5970],Inspection Reports,
,Lithgow High,1945-1947,[1/5971],Inspection Reports,
,Lithgow High,1951-1970,[1/5972],School Leaflets,
,Lithgow High,1955-1958,[1/5973],Organization Book,
,Lithgow High,1963,[1/5974],Organization Book,
,Lithgow High,1962,[1/5975],Organization Book,
,Lithgow High,1963,[1/5976],Programme and Lesson Register,
,Lithgow High,1950,[1/5977],Information Book,
,Lithgow High,1940-1955,[14/7646],Administrative file,
,Lithgow High,1957-1971,[14/7647],Administrative file,
,Lithgow High,Pre 1939,[5/16638.2],Administrative file,
,Lithgow High School,1988-2002,[NRS 20142],Register of Admissions,
,Little Billabong,Post 1939,[14/7647],Administrative file,
,Little Billabong (1),Pre 1939,[5/16638.3],Administrative file,
,Little Bogia,-,[5/18298],Proposed school,
,Little Bombay (1) - (2),Pre 1939,[5/16639.1],Administrative file,
,Little Caragabla,Pre 1939,[5/16639.2],Administrative file,
,Little Coogee,Pre 1939,[5/16639.3],Administrative file,
,Little Coogee,21.06.1911,[SR Plan 2848],Plan were extracted from the School Files [5/16639].,
,Little Coogee,01.02.1910,[SR Plan 2879],Plan were extracted from the School Files [5/16639].,
,Little Coogee,01.06.1911,[SR Plan 2880],Plan were extracted from the School Files [5/16639].,
,Little Coogee,Jun 1911,[SR Plan 2881],Plan were extracted from the School Files [5/16639].,
,Little Creek,Pre 1939,[5/16640.1],Administrative file,
,Little Dingo,-,[5/18298],Proposed school,
,Little Dural,Pre 1939,[5/16640.3],Administrative file,
,Little Forest,1962,[1/7722 part],Correspondence,
,Little Forest (1) - (2),Pre 1939,[5/16640.4],Administrative file,
,Little Gundary,Pre 1939,[5/16640.5],Administrative file,
,Little Jacks Creek,-,[5/18298],Proposed school,
,Little Manning River,-,[5/18298],Proposed school,
,Little Meadow,Pre 1939,[5/16640.6],Administrative file,
,Little Narrawa,Pre 1939,[5/16640.7],Administrative file,
,Little Nymboida,-,[5/18298],Proposed school,
,Little Plain,04.07.1941-06.03.1964,[1/9764],Observation Book,
,Little Plain,05.05.1965-25.05.1966,[1/9765],Observation Book,
,Little Plain,09.02.1937-08.12.1966,[1/9766],Visitors' Book,
,Little Plain,03.02.1941-13.09.1966,[1/9767],Admission Register,
,Little Plain,Post 1939,[14/7647],Administrative file,
,Little Plain (1) - (2),1877-1920,[5/16641],Administrative file (3 bundles A-C),
,Little Plain (1) - (2),1920-1939,[5/16642.1],Administrative file,
,Little River,-,[5/18298],Proposed school,
,Little River (1),Pre 1939,[5/16642.2],Administrative file,
,Little River (2),Pre 1939,[5/16642.3],Administrative file,
,Little Tinderry,Pre 1939,[5/16642.3],Administrative file,
,Littledale,Pre 1939,[5/16640.2],Administrative file,
,Littleham,-,[5/18298],Proposed school,
,Liverpool,1940-1948,[14/7648],Administrative file,
,Liverpool,1949-1972,[14/7649],Administrative file,
,Liverpool,1876-1890,[5/16642.5],Administrative file,
,Liverpool,1890-1908,[5/16643],"Administrative file (2 bundles, A and B)",
,Liverpool,1908-1918,[5/16644],"Administrative file (2 bundles, A and B)",
,Liverpool,1918-1928,[5/16645],"Administrative file (2 bundles, A and B)",
,Liverpool,1928-1931,[5/16646],"Administrative file (2 bundles, A and B)",
,Liverpool,1932-1939,[5/16647],"Administrative file (2 bundles, A and B)",
,Liverpool Boys High,Post 1939,[14/7649],Administrative file,
,Liverpool CE,Pre 1939,[5/16648.1],Administrative file,
,Liverpool Girls High,Post 1939,[14/7649],Administrative file,
,Liverpool Hospital,Post 1939,[14/7649],Administrative file,
,Liverpool Infants,1953-1963,[1/6954],Admission Register,
,Liverpool North,Post 1939,[14/7649],Administrative file,
,Liverpool RC,Pre 1939,[5/16648.2],Administrative file,
,Liverpool South,Post 1939,[14/7650],Administrative file,
,Liverpool SSP,Post 1939,[14/7650],Administrative file,
,Liverpool West,Post 1939,[14/7650],Administrative file,
,Livingstone,1966,[1/6489],Programme and Lesson Register,
,Livingstone,1967,[1/6490],Programme and Lesson Register,
,Livingstone,1967,[1/6491],Programme and Lesson Register,
,Livingstone,1968,[1/6492],Programme and Lesson Register,
,Livingstone,1968,[1/6493],Programme and Lesson Register,
,Livingstone,Post 1939,[14/7650],Administrative file,
,Livingstone,11.02.1958-11.11.1968,[1/4795],Visitors' Book (Clergy),
,Livingstone,1966,[1/6488],Programme and Lesson Register,
,Livingstone (1),Pre 1939,[5/16648.3],Administrative file,
,Llandilo,Post 1939,[14/7650],Administrative file,
,Llandilo,Pre 1939,[5/16648.4],Administrative file,
,Llangollyn,-,[5/18298],Proposed school,
,Llangothlin,20.9.1954-7.7.1981,[1/10834],Punishment Book,
,Llangothlin,10.1939-9.1986,[1/10835],Admission Register,
,Llangothlin,1.3.1950-4.4.1984,[1/10836],Visitors' books,
,Llangothlin,17.9.1985-16.12.1986,[1/10837],Visitors' books,
,Llangothlin,14.3.1945-6.5.1963,[1/10838],Observation book,
,Llangothlin,27.10.1966-11.11.1971,[1/10839],Observation book,
,Llangothlin,Pre 1939,[5/16649.1],Administrative file,
,Llangothlin,1925,[SR Plan 61623],Plan of residence extracted from the School File [5/16649],
,Llanthony,Pre 1939,[5/16649.2],Administrative file,
,Lloyds Siding,1948-1970,[1/6501],Admission Register,
,Lloyds Siding,Post 1939,[14/7650],Administrative file,
,Loadstone,06.04.1949-22.11.1967,[1/9838],Visitors' Book,
,Loadstone,22.09.1948-23.05.1967,[1/9839],Admission Register,
,Loadstone,02.04.9151-17.09.1966,[1/9840],Punishment Book,
,Loadstone,06.04.1949-12.10.1966,[1/9882],Observation Book,
,Loadstone,Post 1939,[14/7650],Administrative file,
,Loadstone,Pre 1939,[5/16649.3],Administrative file,
,Loanga,Pre 1939,[5/16649.4],Administrative file,
,Lobbs Hole,Pre 1939,[5/16649.5],Administrative file,
,Loch Abbra,Pre 1939,[5/16649.6],Administrative file,
,Loch End,Pre 1939,[5/16650.1],Administrative file,
,Loch Lomond,-,[5/18298],Proposed school,
,Lochiel,1969,[1/7164.1],Pamphlet - History of the School,
,Lochiel,1953,[1/7164.2],Letter from H.M. Queen Elizabeth II,
,Lochiel,1961,[1/7164.3],Photograph of Pupils,
,Lochiel,1888-1959,[1/7165],Visitors' Book,
,Lochiel,1938-1968,[1/7166],Observation Book,
,Lochiel,1953-1970,[1/7167],Punishment Book,
,Lochiel,1927-1970,[1/7168],Admission Register,
,Lochiel,1960-1970,[1/7190],Visitors' Book,
,Lochiel,1969,[1/7191],Observation Book,
,Lochiel,Post 1939,[14/7651],Administrative file,
,Lochiel,Pre 1939,[5/16650.2],"Administrative file (2 bundles, A and B)",
,Lochinvar,1894-1949,[1/3973],Admission Register. Record at University of Newcastle,
,Lochinvar,Post 1939,[14/7651],Administrative file,
,Lochinvar,1876-1920,[5/16651],"Administrative file (2 bundles, A and B)",
,Lochinvar,1920-1939,[5/16652.1],Administrative file,
,Lochinvar RC,Pre 1939,[5/16652.2],Administrative file,
,Lock 15 (Murray River),Pre 1939,[5/16652.4],Administrative file,
,Lock 8 (Murray River),Pre 1939,[5/16652.3],Administrative file,
,Lockhart,1934-1944,[1/6890.2],Press Clippings Book,
,Lockhart,1924-1942,[1/6890.3],Admission Register,
,Lockhart,1937-1967,[1/6890.4],Observation Book,
,Lockhart,1903-1969,[1/6890.5],Punishment Book,
,Lockhart,Post 1939,[14/7651],Administrative file,
,Lockhart,1897-1916,[5/16652.5],Administrative file,
,Lockhart,1917-1939,[5/16653.1],Administrative file,
,Lockhart,1926-1936,[1/6890.1],Observation Book,
,Locksley,31.10.1938-23.05.1969,[1/3913],Admission Register,
,Locksley,14.09.1962-03.07.1967,[1/3915],Observation Book,
,Locksley,11.08.1961-31.07.1969,[1/3916],Visitors' Book,
,Locksley,05.07.1951-21.08.1969,[1/3917],Punishment Book,
,Locksley,Post 1939,[14/7651],Administrative file,
,Locksley,Pre 1939,[5/16653.2],Administrative file,
,Lockwood,Post 1939,[14/7651],Administrative file,
,Lockwood,Pre 1939,[5/16654.2],Administrative file,
,Loftus,Post 1939,[14/7651],Administrative file,
,Loftus Street SSP,Post 1939,[14/7652],Administrative file,
,Logie Brae,1953,[1/6772],Programme and Lesson Register,
,Logie Brae,1953,[1/6773],Programme and Lesson Register,
,Logie Brae,1953,[1/6774],Programme and Lesson Register,
,Logie Brae,1954,[1/6775],Programme and Lesson Register,
,Logie Brae,1955,[1/6776],Programme and Lesson Register,
,Logie Brae,1957,[1/6777],Programme and Lesson Register,
,Logie Brae,1958,[1/6778],Programme and Lesson Register,
,Logie Brae,1959,[1/6779],Programme and Lesson Register,
,Logie Brae,1959,[1/6780],Programme and Lesson Register,
,Logie Brae,1961,[1/6782],Programme and Lesson Register,
,Logie Brae,1961,[1/6783],Programme and Lesson Register,
,Logie Brae,1962,[1/6784],Programme and Lesson Register,
,Logie Brae,1962,[1/6785],Programme and Lesson Register,
,Logie Brae,1963,[1/6786],Programme and Lesson Register,
,Logie Brae,1963,[1/6787],Programme and Lesson Register,
,Logie Brae,1964,[1/6788],Programme and Lesson Register,
,Logie Brae,1965,[1/6789],Programme and Lesson Register,
,Logie Brae,1965,[1/6790],Programme and Lesson Register,
,Logie Brae,1950-1964,[1/6791],Observation Book,
,Logie Brae,1958-1960,[1/6792],Examination Book,
,Logie Brae,1955-1961,[1/6793],Examination Book,
,Logie Brae,1962-1965,[1/6794],Examination Book,
,Logie Brae,1964,[1/6795],Examination Book,
,Logie Brae,09.10.1950-24.06.1965,[1/9622],Visitors' Book,
,Logie Brae,09.10.1950-10.08.1964,[1/9623],Punishment Book,
,Logie Brae,17.02.1950-16.12.1965,[1/9624],Admission Register,
,Logie Brae,Post 1939,[14/7652],Administrative file,
,Lomolong,Pre 1939,[5/16654.1],Administrative file,
,London Lead,Pre 1939,[5/16655.2],Administrative file,
,Londonderry Road,Post 1939,[14/7652],Administrative file,
,Londonderry Road,1933-1938,[5/16654.3],Administrative file,
,Londonderry Road,1939,[5/16655.1],Administrative file,
,Lonely Point,Pre 1939,[5/16655.3],Administrative file,
,Long Angle,1891-1892,[5/16655.4],Administrative file,
,Long Arm,1887-1889,[5/16655.5],Administrative file,
,Long Bay,1905-1915,[5/16655.6],"Administrative file (2 bundles, A and B)",
,Long Bay,1915-1933,[5/16656.1],Administrative file,
,Long Bight,-,[5/18298],Proposed school,
,Long Bridge,-,[5/18298],Proposed school,
,Long Creek,Post 1939,[14/7652],Administrative file,
,Long Creek,Pre 1939,[5/16656.2],Administrative file,
,Long Flat,Post 1939,[14/7652],Administrative file,
,Long Flat,-,[5/18298],Proposed school,
,Long Flat (1)-(2),Pre 1939,[5/16656.4],Administrative file,
,Long Gully Aboriginal,Pre 1939,[5/16657.2],Administrative file,
,Long Plain,14.11.1956-26.04.1963,[1/9475],Observation Book,
,Long Plain,23.02.1956-12.07.1962,[1/9566],Visitors' Book,
,Long Plain,05.02.1957-06.08.1963,[1/9567],Admission Register,
,Long Plain (1),Pre 1939,[5/16657.4],Administrative file,
,Long Plain (1) - (2),Post 1939,[14/7652],Administrative file,
,Long Reach,Pre 1939,[5/16657.5],Administrative file,
,Long Swamp,Pre 1939,[5/16658.2],Administrative file,
,Longfield,Pre 1939,[5/16656.3],Administrative file,
,Longford (1) - (2),Pre 1939,[5/16657.1],Administrative file,
,Longleat,Pre 1939,[5/16657.3],Administrative file,
,Longridge,1953-1970,[1/6307],Observation Book,
,Longridge,1932-1933,[1/6308],Comments and Suggestions Book,
,Longridge,1929-1938,[1/6309],Examination Book,
,Longridge,1938-1957,[1/6310],Examination Book,
,Longridge,1954-1970,[1/6311],Punishment Book,
,Longridge,1921-1948,[1/6312],Punishment Book,
,Longridge,1920-1967,[1/6313],Visitors' Book,
,Longridge,13.04.1967-17.07.1970,[1/6963],Visitors' Book,
,Longridge,1933-1951,[1/6964],Observation Book,
,Longridge,1920-1969,[1/6965],Admission Register,
,Longridge,Post 1939,[14/7652],Administrative file,
,Longridge,Pre 1939,[5/16658.1],Administrative file,
,Longueville,1908-1915,[5/16658.3],Administrative file,
,Longueville,1915-1921,[5/16659.1],Administrative file,
,Longueville South,-,[5/18298],Proposed school,
,Loombah,Pre 1939,[5/16659.2],Administrative file,
,Loomberah,Post 1939,[14/7652],Administrative file,
,Loomberah (1) - (2),Pre 1939,[5/16659.3],Administrative file,
,Lord Howe Island,Post 1939,[14/7652],Administrative file,
,Lord Howe Island,Pre 1939,[5/16660.1],Administrative file,
,Lords Hill,Pre 1939,[5/16660.2],Administrative file,
,Lorimer Creek,Pre 1939,[5/16660.3],Administrative file,
,Lorne,1919,[SR Plan 61624],Plan extracted from the School File [5/16661],
,Lorne,16.10.1958-15.04.1975,[1/3154],Visitors' Book (Clergy),
,Lorne,28.06.1940-22.09.1971,[1/3155],Observation Book,
,Lorne,12.10.1951-26.02.1975,[1/3156],Equipment Register,
,Lorne,1968,[1/3157],Record of condemnings,
,Lorne,24.07.1930-21.11.1974,[1/3158],Visitors' Book,
,Lorne,12.12.1945-22.09.1971,[1/3159],Punishment Book,
,Lorne,03.07.1922-29.01.1975,[1/3160],Admission Register,
,Lorne,Post 1939,[14/7652],Administrative file,
,Lorne,Pre 1939,[5/16661.1],"Administrative file (2 bundles, A and B)",
,Lorraine,-,[5/18298],Proposed school,
,Lost River,Pre 1939,[5/16662.2],Administrative file,
,Lostock,Post 1939,[14/7653],Administrative file,
,Lostock,Pre 1939,[5/16661.2],Administrative file,
,Lostock,1918-1939,[5/16662.1],Administrative file,
,Louth,Post 1939,[14/7653],Administrative file,
,Louth,Pre 1939,[5/16663],Administrative file,
,Louth Public School,1978-1996,[NRS 18975],Register Of Admission,
,Lovedale,-,[5/18298],Proposed school,
,Lowanna,Post 1939,[14/7653],Administrative file,
,Lowanna,Pre 1939,[5/16664.3],Administrative file,
,Lowanna,1935,[SR Plan 61625],Plan extracted from the School File [5/16664],
,Lower Bucca,1962,[41/2024.3],"History of Lower Bucca, 1886-1962 (Record at University of New England)",
,Lower Creek,22.09.1947-29.05.1966,[1/9760],Visitors' Book,
,Lower Creek,23.09.1943-17.03.1960,[1/9761],Observation Book,
,Lower Creek,11.08.1948-17.03.1960,[1/9762],Punishment Book,
,Lower Creek,20.05.1947-25.07.1960,[1/9763],Admission Register,
,Lower Creek,Post 1939,[14/7653],Administrative file,
,Lower Creek,Pre 1939,[5/16664.2],Administrative file,
,Lower Portland,13.3.1916-17.3.1937,[1/10983],Admission Register,
,Lower Portland,2.3.1931-2.2.1972,[1/10984],Admission Register,
,Lower Portland,31.1.1967-26.4.1996,[1/10985],Admission Register,
,Lower Portland,30.6.1917-2.12.1958,[1/10986],Visitors' book,
,Lower Portland,5.8.1959-30.11.1974,[1/10987],Visitors' book,
,Lower Portland,9.6.1975-20.6.1973,[1/10988],Visitors' book,
,Lower Portland,16.8.1905-12.9.1969,[1/10989],Punishment Book,
,Lower Portland,1937-1938,[1/10990],Half Yearly Examination books,
,Lower Portland,1940-1943,[1/10991],Half Yearly Examination books,
,Lower Portland,1944-1948,[1/10992],Half Yearly Examination books,
,Lower Portland,1955-1960,[1/10993],Half Yearly Examination books,
,Lower Portland,1961-1971,[1/10994],Half Yearly Examination books,
,Lower Portland,1972-1977,[1/10995],Half Yearly Examination books,
,Lower Portland,22.10.1918-9.9.1926,[1/10996],Observation book,
,Lower Portland,8.12.1927-12.9.1934,[1/10997],Observation book,
,Lower Portland,31.10.1935-1.7.1970,[1/10998],Observation book,
,Lower Portland,30.5.1958-27.5.1981,[1/10999],Visiting Clergy books,
,Lower Portland,17.4.1984-7.9.1995,[1/11000],Visiting Clergy books,
,Lower Portland,2.2.1960-15.12.1960,[1/11001],"Programme registers, Primary & Infants",
,Lower Portland,31.1.1961-14.12.1961,[1/11002],"Programme registers, Primary & Infants",
,Lower Portland,30.1.1962-13.12.1962,[1/11003],"Programme registers, Infants",
,Lower Portland,30.1.1962-14.12.1962,[1/11004],"Programme registers, Primary",
,Lower Portland,29.1.1963-12.12.1963,[1/11005],"Programme registers, Primary & Infants",
,Lower Portland,2.2.1965-31.12.1965,[1/11006],"Programme registers, Primary & Infants",
,Lower Portland,1.2.1966-15.12.1966,[1/11007],"Programme registers, Primary & Infants",
,Lower Portland,23.5.1967-15.12.1967,[1/11008],"Programme registers, Infants",
,Lower Portland,31.1.1967-15.12.1967,[1/11009],"Programme registers, Primary",
,Lower Portland,27.1.1970-17.12.1970,[1/11010],"Programme registers, Infants",
,Lower Portland,2.2.1972-14.12.1962,[1/11011],"Programme registers, Primary",
,Lower Portland Evening,1881,[1/11012],Admission register,
,Lowes Mount,Pre 1939,[5/16665.1],Administrative file,
,Lowesdale,Pre 1939,[5/16664.1],Administrative file,
,Lowesdale,Post 1939,[14/7653],Administrative file,
,Lowther,Pre 1939,[5/16665.2],Administrative file,
,Loxford,-,[5/18298],Proposed school,
,Lubbock,1909-1910,[5/16665.3],Administrative file,
,Lucknow,11.08.1961-03.08.1971,[1/10198],Visitors' Book,
,Lucknow,1940-27.10.1969,[1/10199],Equipment Register,
,Lucknow,1967-1968,[1/10200],Stock Book,
,Lucknow,1965-1969,[1/10201],Stock Book,
,Lucknow,11.11.1962-24.02.1971,[1/10202],Punishment Book,
,Lucknow,30.06.1927-20.10.1969,[1/10203],Admission Register,
,Lucknow,27.01.1970-05.07.1971,[1/10204],Admission Register,
,Lucknow,1956,[1/7721 part],"Correspondence, plan",
,Lucknow,1974,[1/7768],Centenary Certificate,
,Lucknow,1906-1954,[1/7769],Visitors' Book,
,Lucknow,1958,[1/7770],Programme and Lesson Register,
,Lucknow,1959,[1/7771],Programme and Lesson Register,
,Lucknow,1960,[1/7772],Programme and Lesson Register,
,Lucknow,1962,[1/7773],Programme and Lesson Register,
,Lucknow,1967,[1/7774],Programme and Lesson Register,
,Lucknow,1967,[1/7775],Programme and Lesson Register,
,Lucknow,1970,[1/7776],Programme and Lesson Register,
,Lucknow,1969,[1/7777],Programme and Lesson Register,
,Lucknow,1968,[1/7778],Programme and Lesson Register,
,Lucknow,1969,[1/7779],Programme and Lesson Register,
,Lucknow,1967,[1/7780],Programme and Lesson Register,
