Surname,FirstName,Hotel,Locality,Year,Day/Month,License,Citation,Remarks
GRAY,Alexander,Lighthouse Hotel,"Sussex and Bathurst Streets, Sydney; Sussex Street, Sydney; Bathurst Street, Sydney",1844,25 June,0192,NRS 14401 [4/76]; Reel 5059,"or GREY; see Light House, 1835-42"
GRAY,Alexander,Light House,"Sussex Street, Sydney; Bathurst Street",1840,20 May,0030,NRS 14401 [4/72]; Reel 5056,"or GREY; see Lighthouse Hotel, 1843-"
GRAY,Alexander,"Waverley Tea Gardens, The","Waverley, District of Sydney",1854,8 May,1004,NRS 14403 [4/89]; Reel 5066,
GRAY,Alexander,"Light House, The","Sussex Street, Sydney; Bathurst Street",1838,3 July,0267,NRS 14401 [4/69]; Reel 5054,"or GREY; see Lighthouse Hotel, 1843-"
GRAY,Alexander,"Light House Hotel, The","Sussex and Bathurst Streets, Sydney",1858,21 May,1367,NRS 14403 [7/1511]; Reel 1241,
GRAY,Alexander,"Light House Hotel, The","Sussex and Bathurst Streets, Sydney",1848,13 June,0086,NRS 14401 [4/82]; Reel 5062,
GRAY,Alexander,"Light House, The","Sussex Street, Sydney; Bathurst Street",1839,29 June,0426,NRS 14401 [4/70]; Reel 5055,"or GREY; see Lighthouse Hotel, 1843-"
GRAY,Alexander,"Light House, The","Sussex Street, Sydney; Bathurst Street, Sydney",1837,7 July,0277,NRS 14401 [4/68]; Reel 5053,"or GREY; see Lighthouse Hotel, 1843-"
GRAY,Alexander,"Light House, The","Bathurst and Kent Streets, Sydney",1860,24 April,0638,NRS 14403 [7/1513]; Reel 1242,
GRAY,Andrew,Sportsman,"Newtown, District of Sydney",1848,26 June,0358,NRS 14401 [4/82]; Reel 5062,
GRAY,Charles,Coach and Horses,"Parramatta Road, District of Parramatta",1841,30 June,0420,NRS 14401 [7/1501]; Reel 1236,
GRAY,Edward,"Black Horse Inn, The","The Ploughed Ground, District of Berrima",1854,18 April,0085,NRS 14403 [4/87]; Reel 5065,
GRAY,Edward,"Black Horse Inn, The","The Ploughed Ground, District of Berrima",1853,19 April,0440,NRS 14403 [4/85]; Reel 5064,
GRAY,Edward,"Black Horse, The","Ploughed Ground, Sutton Forest, Berrima",1842,28 June,0339,NRS 14401 [4/74]; Reel 5057,or GREY
GRAY,Edward,Black Horse,"Spring Hill, Distrct of Sutton Forest",1835,16 July,0394,NRS 14401 [4/66]; Reel 5052,or GREY
GRAY,Edward,"Black Horse, The","Ploughed Ground, Sutton Forest, Berrima",1838,30 June,0170,NRS 14401 [4/69]; Reel 5054,or GREY
GRAY,Edward,Black Horse,Sutton Forest,1841,7 June,0079,NRS 14401 [7/1501]; Reel 1236,
GRAY,Edward,"Black Horse, The","Ploughed Ground, Sutton Forest, Berrima",1845,25 June,0237,NRS 14401 [4/77]; Reel 5059,or GREY
GRAY,Edward,Black Horse,"Ploughed Ground, Sutton Forest, Berrima",1846,6 May,0004,NRS 14401 [4/78]; Reel 5060,or GREY
GRAY,Edward,"Black Horse, The","Ploughed Ground, Sutton Forest, Berrima",1839,8 June,0085,NRS 14401 [4/70]; Reel 5055,or GREY
GRAY,Edward,Black Horse,"Spring Hill, Sutton Forest",1836,4 July,0177,NRS 14401 [4/67]; Reel 5053,or GREY
GRAY,Edward,"Black Horse, The","Ploughed Ground, District of Berrima; Sutton Forest, Berrima",1843,29 June,0374,NRS 14401 [4/75]; Reel 5058,or GREY
GRAY,John,"Pastoral Hotel, The","Myrtle Creek, District of Picton",1854,12 May,1061,NRS 14403 [4/89]; Reel 5066,
GRAY,John,Pastoral Hotel,"Myrtle Creek, District of Picton",1847,30 June,0622,NRS 14401 [4/81]; Reel 5061,
GRAY,John,"Pas?, The","Myrtle Creek?, District of Picton",1853,-,0791,NRS 14403 [4/85]; Reel 5064,damaged page - partly torn from book
GRAY,John,"Pastoral Hotel, The","Myrtle Creek, District of Picton",1856,May,1240,NRS 14403 [7/1506]; Reel 1238,
GRAY,John,Pastoral Hotel,"Myrtle Creek, Great South Road, District of Picton",1856,9 May,1240,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Picton
GRAY,John,-,"Newtown, District of Sydney",1856,15 April,0017,NRS 14403 [7/1507]; Reel 1239,Confectioner's license; on List of Certificates under Sydney
GRAY,John,"Pastoral Hotel, The","Myrtle Creek, District of Camden, Narellan and Picton",1858,23 April,1382,NRS 14403 [7/1511]; Reel 1241,
GRAY,John,-,"Newtown, District of Sydney",1858,25 May,0028,NRS 14403 [7/1511]; Reel 1241,Confectioner's license
GRAY,John,Pastoral Hotel,"Myrtle Creek, District of Picton",1848,30 June,0678,NRS 14401 [4/83]; Reel 5062,
GRAY,John,"Pastoral Hotel, The",Bargo,1855,20 April,0893,NRS 14403 [7/1503]; Reel 1237,
GRAY,Robert,"Woolpack Inn, The","Kelso, District of Bathurst",1853,19 April,0169,NRS 14403 [4/84]; Reel 5063,
GRAY,Robert,"Woolpack Inn, The","Kelso, District of Bathurst",1854,18 April,0794,NRS 14403 [4/88]; Reel 5065,
GRAY,Robert,"Woolpack, The","Kelso, District of Bathurst",1856,15 April,0851,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Bathurst
GRAY,Robert,"Woolpack Inn, The","Kelso, District of Bathurst",1858,20 April,1093,NRS 14403 [7/1511]; Reel 1241,
GRAY,Robert,"Woolpack Inn, The","Kelso, District of Bathurst",1856,15 April,0851,NRS 14403 [7/1506]; Reel 1238,
GRAY,Thomas,"Downs Inn, The",Warwick,1855,17 April,0687,NRS 14403 [7/1502]; Reel 1236,
GRAYLING,Richard,"Victoria Tavern, The",Melbourne,1839,7 June,0080,NRS 14401 [4/70]; Reel 5055,
GREACEN,John,"Harp of Erin, The","Maitland and Trench Streets, Bingara",1858,20 April,0015,NRS 14403 [7/1509]; Reel 1240,2 pages (one page damaged)
GREAVES,George,"Blue Bell, The","George Street, Liverpool",1833,3 July,0186,NRS 14401 [4/64]; Reel 5051,
GREAVES,George,Blue Bell,"George Street, Liverpool",1836,5 July,0219,NRS 14401 [4/67]; Reel 5053,
GREAVES,George,"Blue Bell, The","George Street, Liverpool",1834,4 July,0231,NRS 14401 [4/65]; Reel 5052,
GREAVES,George,"Blue Bell, The","George Street, Liverpool",1832,28 June,0048,NRS 14401 [4/63]; Reel 5050,
GREAVES,George,Blue Bell,"George Street, Liverpool",1835,7 July,0326,NRS 14401 [4/66]; Reel 5052,
GREAVES,George,"Blue Bell, The","George Street, Liverpool",1837,8 July,0298,NRS 14401 [4/68]; Reel 5053,
GREAVES,Thomas,"William The Fourth, The","Bridge Street, Windsor",1834,28 June,0093,NRS 14401 [4/65]; Reel 5052,or GRAVES
GREAVES,Thomas,"William The Fourth, The","Bridge Street, Windsor",1835,25 June,0049,NRS 14401 [4/66]; Reel 5052,or GRAVES
GREEDY,Joseph,"Gordon Arms, The","Lochinvar, District of Maitland",1860,17 April,0408,NRS 14403 [7/1512]; Reel 1241,
GREEN,Agnes,"Cross Keys, The","John Street, Singleton, District of Patricks Plains",1854,18 April,0426,NRS 14403 [4/88]; Reel 5065,
GREEN,Agnes,"Cross Keys Inn, The","John Street, Singleton, District of Patricks Plains",1853,19 April,0496,NRS 14403 [4/85]; Reel 5064,or GREENE
GREEN,Anges,"Cross Keys, The","John Street, Singleton, Patrick Plains",1842,4 June,0052,NRS 14401 [4/74]; Reel 5057,or GREENE
GREEN,Edward,"Green Gate, The","The Murrimbidgee, Yass",1838,3 July,0279,NRS 14401 [4/69]; Reel 5054,
GREEN,Edward Bernard,Bookham Inn,"Bookham; Binalong, Yass",1843,30 June,0443,NRS 14401 [4/75]; Reel 5058,
GREEN,Edward Bernard,Bookham Inn,"Bookham, District of Yass",1841,24 June,0278,NRS 14401 [7/1501]; Reel 1236,
GREEN,Edward Bernard,"Suqatters Arms, The","Bogolong, Yass",1839,12 June,0109,NRS 14401 [4/70]; Reel 5055,
GREEN,Edward Bernard,Bookham Inn,"Bookham, Yass; Binalong",1842,21 June,0188,NRS 14401 [4/74]; Reel 5057,
GREEN,Edward Bernard,Bookham Inn,"Bogolong; (Bookham), Binalong, Yass",1840,17 June,0177,NRS 14401 [4/72]; Reel 5056,
GREEN,Francis,"Custom House, The","Argyle Street, Sydney",1832,9 July,0247,NRS 14401 [4/63]; Reel 5050,"see Custom House Inn, 1834, 1836"
GREEN,Frederick,Sir George Tavern,Jugiong,1841,24 June,0274,NRS 14401 [7/1501]; Reel 1236,
GREEN,Frederick,Sir George Tavern,"Jugiong, Port Phillip Road, Yass",1842,21 June,0189,NRS 14401 [4/74]; Reel 5057,"see Sir George, 1844"
GREEN,George,Saracens Head,"Sussex and King Streets, Sydney",1844,22 June,0143,NRS 14401 [4/76]; Reel 5059,
GREEN,George (Junior),"Red House, The","North Shore, District of Sydney",1858,21 May,1351,NRS 14403 [7/1511]; Reel 1241,
GREEN,Henry,"Cricketer's Arms, The","Pitt and Market Streets, Sydney",1838,2 July,0183,NRS 14401 [4/69]; Reel 5054,"or Henry Streadwick; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry,"Cricketers Arms, The","Pitt and Market Streets, Sydney",1837,29 June,0084,NRS 14401 [4/68]; Reel 5053,"or Henry Streadwick; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry,"Cricketers, The","Pitt and Market Streets, Sydney; Castlereagh and Market Streets, 1833; Pitt Street, 1834",1833,9 July,0306,NRS 14401 [4/64]; Reel 5051,"or Henry Streadwick; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry S,"Cricketers, The","Pitt and Market Streets, Sydney; Castlereagh and Market Streets, 1833; Pitt Street, 1834",1834,1 July,0168,NRS 14401 [4/65]; Reel 5052,"or Henry Streadwick; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Shedwick,Cricketers Tavern,Sydney,1841,21 June,0205,NRS 14401 [7/1501]; Reel 1236,
GREEN,Henry Steadwick,Cricketers Hotel,"Pitt Street, Sydney",1846,29 June,0445,NRS 14401 [4/80]; Reel 5060,
GREEN,Henry Steadwick,Cricketers Hotel,"Pitt and Market Streets, Sydney",1842,20 June,0166,NRS 14401 [4/74]; Reel 5057,"or Henry; or Henry Streadwick; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Stradwick,Cricketers Hotel,"Pitt and Market Streets, Sydney",1844,10 June,0054,NRS 14401 [4/76]; Reel 5059,"or Henry; or Henry Streadwick; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Stradwick,Cricketers Arms,"Pitt and Market Streets, Sydney",1843,27 June,0246,NRS 14401 [4/75]; Reel 5058,"or Henry; or Henry Streadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Streadwick,Cricketers Arms,"Pitt and Market Streets, Sydney",1845,25 June,0224,NRS 14401 [4/77]; Reel 5059,"or Henry; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Streadwick,Cricketers,"Pitt and Market Streets, Sydney; Castlereagh and Market Streets, 1833; Pitt Street, 1834",1835,26 June,0080,NRS 14401 [4/66]; Reel 5052,"or Henry; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Streadwick,Cricketers Arms,"Pitt and Market Streets, Sydney",1840,22 June,0219,NRS 14401 [4/72]; Reel 5056,"or Henry ; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Streadwick,Cricketers Tavern,"Pitt and Market Streets, Sydney",1836,30 June,0081,NRS 14401 [4/67]; Reel 5053,"or Henry; or Henry Steadwick; see Cricketers, 1832-35; Cricketers Arms, 1837-40, 1843"
GREEN,Henry Streadwick,"Cricketers Arms, The","Pitt and Market Streets, Sydney",1839,20 June,0210,NRS 14401 [4/70]; Reel 5055,"or Henry ; or Henry Steadwick; see Cricketers Tavern, 1836; Cricketers Arms, 1837-40, 1843"
GREEN,James,"Governor Bourke Inn, The","Green Wattle Flat, District of Sofala",1854,18 April,0968,NRS 14403 [4/89]; Reel 5066,
GREEN,James,"Governor Bourke Inn, The",Sofala,1853,17 May,1017,NRS 14403 [4/86]; Reel 5064,
GREEN,James,Lighthouse Hotel,"Sussex and Bathurst Streets, Sydney",1857,15 May,0417,NRS 14403 [7/1508]; Reel 1239,
GREEN,John,Cross Keys,"John Street, Singleton",1844,19 June,0107,NRS 14401 [4/76]; Reel 5059,
GREEN,John,Cross Keys,"John Street, Singleton",1845,23 June,0149,NRS 14401 [4/77]; Reel 5059,
GREEN,John,Cross Keys,"John Street, Singleton",1843,19 June,0117,NRS 14401 [4/75]; Reel 5058,
GREEN,John,Cross Keys,"John Street, Singleton",1846,25 June,0291,NRS 14401 [4/78]; Reel 5060,
GREEN,John,"Digger's Arms, The","Frying Pan, District of Bathurst",1858,20 April,1396,NRS 14403 [7/1511]; Reel 1241,
GREEN,John,"Cross Keys, The","John Street, Singleton",1847,23 June,0190,NRS 14401 [4/79]; Reel 5061,
GREEN,John,"Cross Keys Inn, The",Singleton,1848,21 June,0209,NRS 14401 [4/82]; Reel 5062,
GREEN,John,"Digger's Arms, The","Frying Pan, District of Bathurst",1860,17 April,0694,NRS 14403 [7/1513]; Reel 1242,
GREEN,John George,"Hotel Royal, The","North end corner of Horton Street, Port Macquarie",1854,21 March,1194,NRS 14403 [4/86]; Reel 5064,
GREEN,John George,"Case is Altered, The","Clarence and Horton Streets, Port Macquarie",1848,8 December,0755,NRS 14401 [4/83]; Reel 5062,
GREEN,John George,"Hotel Royal, The","Northern end of Horton Street, Port Macquarie",1854,18 April,0601,NRS 14403 [4/88]; Reel 5065,
GREEN,Jonathan,"Wellington Inn, The","Parramatta Street, Sydney",1858,27 April,1000,NRS 14403 [7/1510]; Reel 1240,
GREEN,Mary,Cricketers Hotel,"Pitt and Market Streets, Sydney",1847,29 June,0419,NRS 14401 [4/81]; Reel 5061,
GREEN,Mary,Cricketers Hotel,"Pitt and Market Streets, Sydney",1848,26 June,0308,NRS 14401 [4/82]; Reel 5062,
GREEN,Robert,Rose and Crown,"Pennant Street, Parramatta",1844,19 June,0101,NRS 14401 [4/76]; Reel 5059,or GREENE
GREEN,Robert,Rose and Crown,Parramatta,1841,1 June,0053,NRS 14401 [7/1501]; Reel 1236,
GREEN,Robert,"Rose and Crown, The","Macquarie Street, Parramatta",1837,4 July,0206,NRS 14401 [4/68]; Reel 5053,or GREENE
GREEN,Robert,Rose and Crown,"Pennant Street, Parramatta",1846,29 June,0395,NRS 14401 [4/80]; Reel 5060,or GREENE
GREEN,Robert,"Rose and Crown, The","Macquarie Street, Parramatta",1839,27 June,0345,NRS 14401 [4/70]; Reel 5055,or GREENE
GREEN,Robert,"Rose and Crown, The","O'Connell Street, Parramatta",1832,29 June,0064,NRS 14401 [4/63]; Reel 5050,or GREENE
GREEN,Robert,"Rose and Crown, The","O'Connell Street, Parramatta",1831,1 July,0106,NRS 14401 [4/62]; Reel 5049,or GREENE
GREEN,Robert,"Rose and Crown, The","Pennant Street, Parramatta",1845,26 June,0270,NRS 14401 [4/77]; Reel 5059,or GREENE
GREEN,Robert,Rose and Crown,"Pennant Street, Parramatta",1843,26 June,0240,NRS 14401 [4/75]; Reel 5058,or GREENE
GREEN,Robert,Rose and Crown,"Macquarie Street, Parramatta",1835,10 July,0360,NRS 14401 [4/66]; Reel 5052,or GREENE
GREEN,Robert,"Rose and Crown, The","Macquarie Street, Parramatta",1833,30 December,0033/06,NRS 14401 [4/64]; Reel 5051,or GREENE; 40/- license; transfer of license; re license number 141
GREEN,Robert,"Rose and Crown, The","O'Connell Street, Parramatta",1833,2 July,0141,NRS 14401 [4/64]; Reel 5051,or GREENE
GREEN,Robert,Rose and Crown,"Pennant Street, Parramatta",1842,20 June,0176,NRS 14401 [4/74]; Reel 5057,or GREENE
GREEN,Robert,Rose and Crown,"Pennant Street, Parramatta",1847,29 June,0440,NRS 14401 [4/81]; Reel 5061,
GREEN,Robert,Rose and Crown,"Macquarie Street, Parramatta",1840,25 June,0300,NRS 14401 [4/72]; Reel 5056,or GREENE
GREEN,Robert,Rose and Crown,Parramatta,1848,30 June,0628,NRS 14401 [4/83]; Reel 5062,
GREEN,Robert,"Rose and Crown, The","Macquarie Street, Parramatta",1838,29 June,0134,NRS 14401 [4/69]; Reel 5054,or GREENE
GREEN,Robert,[unnamed],"Macquarie Street, Parramatta",1839,3 January,0435,NRS 14401 [4/69]; Reel 5054,or GREENE; 40/- license; or Rose and Crown
GREEN,Robert,"Rose and Crown, The","Macquarie Street, Parramatta",1834,10 July,0328,NRS 14401 [4/65]; Reel 5052,or GREENE
GREEN,William,Currickbilly Inn,"Currickbilly, Berrima",1842,21 June,0185,NRS 14401 [4/74]; Reel 5057,"see Kurrockbilly Inn, 1839"
GREEN,William,"Diggers Return, The","Kent and Erskine Streets, Sydney",1856,23 April,0876,NRS 14403 [7/1506]; Reel 1238,
GREEN,William,"White Hart, The","Gunning, District of Yass",1854,18 April,0326,NRS 14403 [4/87]; Reel 5065,
GREEN,William,"Prince Albert Inn, The","Little Forest, District of Berrima",1848,13 June,0079,NRS 14401 [4/82]; Reel 5062,
GREEN,William,"Prince Albert Inn, The","Little Forest, Berrima",1847,25 June,0244,NRS 14401 [4/79]; Reel 5061,
GREEN,William,"Donnybrook, The","Church Street, Parramatta",1837,4 July,0214,NRS 14401 [4/68]; Reel 5053,or GREENE; or Donny Brook
GREEN,William,Prince Albert Inn,"Currickbilly, Berrima",1844,15 June,0070,NRS 14401 [4/76]; Reel 5059,
GREEN,William,"Prince Albert Inn, The","The Little Forest, District of Berrima",1853,19 April,0238,NRS 14403 [4/84]; Reel 5063,
GREEN,William,"Royal Hotel, The","Maitland Road, Honeysuckle Point, District of Newcastle",1858,20 April,0482,NRS 14403 [7/1509]; Reel 1240,
GREEN,William,Beago Inn,"Beago Goldfields, District of Tumut",1858,20 April,0092,NRS 14403 [7/1509]; Reel 1240,
GREEN,William,"Cottage of Content, The","Burwood, Parramatta",1838,29 June,0126,NRS 14401 [4/69]; Reel 5054,
GREEN,William,"Diggers Return, The","Sussex Street, Sydney",1858,27 April,1024,NRS 14403 [7/1511]; Reel 1241,"2 pages; removal, The Horse and Jockey, York Street, Glebe, District of Sydney"
GREEN,William,Prince Albert Inn,"Currickbilly, Berrima",1843,8 June,0052,NRS 14401 [4/75]; Reel 5058,
GREEN,William,"Prince Albert Inn, The","Little Forest, Berrima",1845,23 June,0162,NRS 14401 [4/77]; Reel 5059,
GREEN,William,"Railway Inn, The","Maitland Road, near Newcastle, Cottages Bridge near Lake Macquarie road",1856,15 April,0075,NRS 14403 [7/1504]; Reel 1237,
GREEN,William,Diggers Return,"Kent and Erskine Streets, Sydney",1856,15 April,0876,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Sydney
GREEN,William,Railway Inn,"Maitland Road, near Newcastle, Cottages Bridge near Lake Macquarie road",1856,15 April,0075,NRS 14403 [7/1507]; Reel 1239,on List of Certificates under Newcastle
GREEN,William,"Prince Albert Inn, The","Nattair, Berrima; Little Forest, Berrima",1846,22 June,0172,NRS 14401 [4/78]; Reel 5060,
GREEN,William,"Marine Hotel, The","George and Argyle Streets, Sydney",1860,24 April,0928,NRS 14403 [7/1513]; Reel 1242,
GREEN,William B J,"George and Dragon, The",East Maitland,1848,21 June,0211,NRS 14401 [4/82]; Reel 5062,
GREEN,William Benjamin Johnson,"George and Dragon Inn, The",East Maitland,1843,28 June,0274,NRS 14401 [4/75]; Reel 5058,"George and Dragon, 1842, 1844-"
GREEN,William Benjamin Johnson,George and Dragon,East Maitland,1846,27 June,0341,NRS 14401 [4/80]; Reel 5060,"George and Dragon Inn, 1843"
GREEN,William Benjamin Johnson,"George and Dragon, The",East Maitland,1847,23 June,0186,NRS 14401 [4/79]; Reel 5061,"George and Dragon Inn, 1843"
GREEN,William Benjamin Johnson,George and Dragon,East Maitland,1845,26 June,0263,NRS 14401 [4/77]; Reel 5059,"George and Dragon Inn, 1843"
GREEN,William Benjamin Johnson,George and Dragon,East Maitland,1844,26 June,0224,NRS 14401 [4/76]; Reel 5059,"George and Dragon Inn, 1843"
GREEN,William Benjamin Johnson,George and Dragon,East Maitland,1842,16 June,0126,NRS 14401 [4/74]; Reel 5057,"George and Dragon Inn, 1843"
GREEN,William Richard,"Wellington Inn, The","Parramatta Street, District of Sydney",1860,31 May,0316,NRS 14403 [7/1512]; Reel 1241,
GREEN,William Richard,Ashfield Cottage,"Sydney Road, Parramatta",1840,29 June,0340,NRS 14401 [4/72]; Reel 5056,
GREEN,William Richard,Wellington Inn,"Parramatta Road, Sydney; Parramatta Street",1836,6 July,0244,NRS 14401 [4/67]; Reel 5053,
GREEN,William Richard,"Wellington Inn, The","Parramatta Road, Sydney; Parramatta Street, Sydney",1837,3 July,0153,NRS 14401 [4/68]; Reel 5053,
GREEN,William Richard,"Wellington, The","Parramatta Street, Sydney",1845,30 June,0411,NRS 14401 [4/77]; Reel 5059,
GREEN,William Richard,Ashfield Cottage,"Liverpool Road, Parramatta",1847,28 June,0358,NRS 14401 [4/81]; Reel 5061,
GREEN,William Richard,Ashfield Cottage,"Ashfield, District of Parramatta",1841,30 June,0423,NRS 14401 [7/1501]; Reel 1236,Transferred to William BENNETT
GREEN,William Richard,Ashfield Cottage,"Liverpool Road, Parramatta",1846,30 June,0561,NRS 14401 [4/80]; Reel 5060,
GREEN,William Richard,Wellington Inn,"Parramatta Road, Sydney; Parramatta Street",1836,5 April,0429,NRS 14401 [4/66]; Reel 5052,40/- license
GREEN,William Richard,"Wellington Inn, The","Parramatta Road, Sydney; Parramatta Street",1838,30 June,0138,NRS 14401 [4/69]; Reel 5054,
GREEN,William Richard,Chippendale Hotel,"Chippendale, Sydney",1844,24 June,0154,NRS 14401 [4/76]; Reel 5059,
GREEN,William Richard,"Wellington Inn, The","Parramatta Road, Sydney; Parramatta Street",1839,29 June,0419,NRS 14401 [4/70]; Reel 5055,
GREEN,William Richard,Chippendale Hotel,"Chippendale, Sydney",1843,28 June,0265,NRS 14401 [4/75]; Reel 5058,
GREENE,Robert,Rose and Crown,"Macquarie Street, Parramatta",1836,4 July,0187,NRS 14401 [4/67]; Reel 5053,or GREEN
GREENE,William,"Donnybrook, The","Church Street, Parramatta",1836,24 June,0006,NRS 14401 [4/67]; Reel 5053,or GREEN; or Donny Brook
GREENFIELD,James,Settlers Arms,"George Street, Sydney",1835,13 July,0378,NRS 14401 [4/66]; Reel 5052,
GREENFIELD,James,Welcome Inn,"Narrellan, Campbelltown",1836,14 July,0352,NRS 14401 [4/67]; Reel 5053,
GREENFIELD,James,Queen's Arms Inn,"Marulan, District of Camden",1848,30 June,0595,NRS 14401 [4/83]; Reel 5062,
GREENFIELD,James,"Bee Hive, The","Campbell Street, Sydney",1834,3 July,0218,NRS 14401 [4/65]; Reel 5052,
GREENFIELD,James,"Welcome Inn, The","Narrellan, Campbelltown",1837,29 June,0088,NRS 14401 [4/68]; Reel 5053,
GREENFIELD,James,"Queens Arms Inn, The","Narrellan, Camden",1842,30 June,0415,NRS 14401 [4/74]; Reel 5057,"Queens Arms, 1839-40, 1843"
GREENFIELD,James,Queens Arms,"Narrellan, Campbelltown, Camden",1840,12 June,0129,NRS 14401 [4/72]; Reel 5056,"Queens Arms Inn, 1842"
GREENFIELD,James,"Queens Arms Inn, The",Narellan,1847,20 December,0681,NRS 14401 [4/81]; Reel 5061,
GREENFIELD,James,Queens Arms,"Narellan, District of Campbelltown",1841,30 June,0426a,NRS 14401 [7/1501]; Reel 1236,
GREENFIELD,James,"Queens Arms, The","Narrellan, Campbelltown, Camden",1844,28 June,0329,NRS 14401 [4/76]; Reel 5059,"Queens Arms Inn, 1842"
