,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[4/3119],,1852,,7602 - 7897,,,,,,
,[4/3120],,1852,,7900 - 8447,,,,,,
,[4/3121],,1852,,8451 - 8752,,,,,,
,[4/3122],,1852,,8754 - 9049,,,,,,
,[4/3172],,1852,,9105 - 9499,,,,,,
,[4/3173],,1852,,9502 - 9975,,,,,,
,[4/3174],,1852,,10004 - 10449,,,,,,
,[4/3175],,1852,,10453 - 10696,,,,,,
,[4/3176],,1852,,10700 - 10762,,,,,,
,[4/3177],,1852,,,Legislative Council,,,,LC 52/52 - 52/137,
,[4/3178],,1852,,,Estimates,,,,,
,[4/3179],,1852,,,Miscellaneous,,,,,
,[4/3180],,1852,,,Goldfields papers,,,,,
,[4/3181.2],,1852,,,Unregistered,,,,,
,[4/3182],,1853,,1 - 400,,,,,,
,[4/3183],,1853,,402 - 899,,,,,,
,[4/3189],,1853,,904 - 1299,,,,,,
,[4/3190],,1853,,1300 - 1698,,,,,,
,[4/3191],,1853,,1703 - 1988,,,,,,
,[4/3192],,1853,,2004 - 2450,,,,,,
,[4/3193],,1853,,2452 - 2799,,,,,,
,[4/3194],,1853,,2801 - 3296,,,,,,
,[4/3195],,1853,,3301 - 3550,,,,,,
,[4/3196],,1853,,3552 - 3900,,,,,,
,[4/3197],,1853,,3907 - 4244,,,,,,
,[4/3198],,1853,,4322 - 4649,,,,,,
,[4/3199],,1853,,4650 - 4687,,,,,,
,[4/3200],,1853,,4689 - 4950,,,,,,
,[4/3201],,1853,,4951 - 5279,,,,,,
,[4/3202],,1853,,5280 - 5648,,,,,,
,[4/3203],,1853,,5650 - 6298,,,,,,
,[4/3204],,1853,,6301 - 6669,,,,,,
,[4/3205],,1853,,6671 - 7008,,,,,,
,[4/3206],,1853,,7014 - 7246,,,,,,
,[4/3207],,1853,,7254 - 7699,,,,,,
,[4/3208],,1853,,7700 - 8083,,,,,,
,[4/3209],,1853,,8103 - 8499,,,,,,
,[4/3210],,1853,,8500 - 8799,,,,,,
,[4/3211],,1853,,8801 - 9044,,,,,,
,[4/3212],,1853,,9052 - 9469,,,,,,
,[4/3213],,1853,,9524 - 9737,,,,,,
,[4/3214],,1853,,9741 - 10119,,,,,,
,[4/3215],,1853,,10123 - 10494,,,,,,
,[4/3216],,1853,,10507 - 10799,,,,,,
,[4/3217],,1853,,10800 - 11138,,,,,,
,[4/3218],,1853,,11139 - 11470,,,,,,
,[4/3219],,1853,,11500 - 11802,,,,,,
,[4/3220],,1853,,11804 - 11904,,,,,,
,[4/3221],,1853,,,Estimates,,,,,
,[4/3222.1],,1853,,,Legislative Council,,,,LC 53/5 - 53/48,
,[4/3222.2],,1854,,5 - 100,,,,,,
,[4/3223],,1854,,101 - 394,,,,,,
,[4/3224],,1854,,402 - 798,,,,,,
,[4/3225],,1854,,800 - 1247,,,,,,
,[4/3226],,1854,,1251 - 1563,,,,,,
,[4/3227],,1854,,1565 - 1799,,,,,,
,[4/3228],,1854,,1802 - 2164,,,,,,
,[4/3229],,1854,,2165 - 2576,,,,,,
,[4/3230],,1854,,2578 - 2798,,,,,,
,[4/3231],,1854,,2801 - 3172,,,,,,
,[4/3232],,1854,,3174 - 3524,,,,,,
,[4/3233],,1854,,3526 - 3747,,,,,,
,[4/3234],,1854,,3750 - 4127,,,,,,
,[4/3235],,1854,,4128 - 4318,,,,,,
,[4/3236],,1854,,4319 - 4438,,,,,,
,[4/3237],,1854,,4445 - 4799,,,,,,
,[4/3238],,1854,,4801 - 5098,,,,,,
,[4/3239],,1854,,5105 - 5350,,,,,,
,[4/3240],,1854,,5381 - 5647,,,,,,
,[4/3241],,1854,,5650 - 5990,,,,,,
,[4/3242],,1854,,5991 - 6198,,,,,,
,[4/3243],,1854,,6208 - 6499,,,,,,
,[4/3244],,1854,,6500 - 6848,,,,,,
,[4/3245],,1854,,6850 - 7248,,,,,,
,[4/3246],,1854,,7251 - 7698,,,,,,
,[4/3247],,1854,,7700 - 7996,,,,,,
,[4/3248],,1854,,8008 - 8249,,,,,,
,[4/3249],,1854,,8252 - 8638,,,,,,
,[4/3250],,1854,,8642 - 8949,,,,,,
,[4/3251],,1854,,8950 - 9295,,,,,,
,[4/3252],,1854,,9300 - 9599,,,,,,
,[4/3253],,1854,,9602 - 9999,,,,,,
,[4/3254],,1854,,10000 - 10377,,,,,,
,[4/3255],,1854,,10382 - 10638,,,,,,
,[4/3256A],,1854,,10640 - 10999,,,,,"extracted in-letter 54/10895 (with its enclosed play King Gold) at [4/3256B], copy COD601",
,[4/3257],,1854,,11001 - 11348,,,,,,
,[4/3258],,1854,,,Legislative Council,,,,LC 54/49 - 54/144,
,[4/3259],,1854,,,Proclamations,,,,,
,[4/3260],,1855,,2 - 358,,,,,,
,[4/3261],,1855,,360 - 645,,,,,,
,[4/3262],,1855,,649 - 865,,,,,,
,[4/3263],,1855,,873 - 1231,,,,,,
,[4/3264],,1855,,1235 - 1496,,,,,,
,[4/3265],,1855,,1497 - 1698,,,,,,
,[4/3266],,1855,,1703 - 1969,,,,,,
,[4/3267],,1855,,1974 - 2241,,,,,,
,[4/3268],,1855,,2245 - 2498,,,,,,
,[4/3269],,1855,,2504 - 2949,,,,,,
,[4/3270],,1855,,2951 - 3299,,,,,,
,[4/3271],,1855,,3300 - 3625,,,,,,
,[4/3272],,1855,,3630 - 3922,,,,,,
,[4/3273],,1855,,3925 - 4056,,,,,,
,[4/3274],,1855,,4057 - 4199,,,,,,
,[4/3275],,1855,,4200 - 4502,,,,,,
,[4/3276],,1855,,4505 - 4702,,,,,,
,[4/3277],,1855,,4705 - 5000,,,,,,
,[4/3278],,1855,,5001 - 5198,,,,,,
,[4/3279],,1855,,5200 - 5386,,,,,,
,[4/3280],,1855,,5391 - 5678,,,,,,
,[4/3281],,1855,,5691 - 5952,,,,,,
,[4/3282],,1855,,5958 - 7243,,,,,,
,[4/3283],,1855,,7249 - 7497,,,,,,
,[4/3284],,1855,,7507 - 7839,,,,,,
,[4/3285],,1855,,7840 - 8249,,,,,,
,[4/3286],,1855,,8251 - 8447,,,,,,
,[4/3287],,1855,,8454 - 8799,,,,,,
,[4/3288],,1855,,8800 - 9059,,,,,,
,[4/3289],,1855,,9060 - 9429,,,,,,
,[4/3290],,1855,,9430 - 9626,,,,,,
,[4/3291],,1855,,9627 - 9906,,,,,,
,[4/3292],,1855,,9907 - 10179,,,,,,
,[4/3293],,1855,,10181 - 10473,,,,,,
,[4/3294],,1855,,10474 - 10746,,,,,,
,[4/3295],,1855,,10753 - 10999,,,,,,
,[4/3296],,1855,,11000 - 11263,,,,,,
,[4/3297],,1855,,11267 - 11419,,,,,,
,[4/3298],,1855,,11420 - 11599,,,,,,
,[4/3299],,1855,,11600 - 11860,,,,,,
,[4/3300],,1855,,11870 - 12223,,,,,,
,[4/3301],,1855,,12224 - 12584,,,,,,
,[4/3302],,1855,,12585 - 12944,,,,,,
,[4/3303],,1855,,,Legislative Council,,,,LC 55/147 - 55/245,
,[4/3304.1],,1855,,,Minutes,,,,M3/A - M85/A,
,[4/3304.2],,1855,,,Despatches,,,,M5/B - M172/B,
,[4/3305.1],,1855,,,Reports of Law Officers on Bills passed in 1855,,,,,
,[4/3305.2],,1855,,,Estimates,,,,,
,[4/3306],,1856,,1 - 227,,,,,,
,[4/3307],,1856,,229 - 498,,,,,sample of gold referred to in 56/342 at [SZ1010],
,[4/3308],,1856,,500 - 799,,,,,,
,[4/3309],,1856,,800 - 998,,,,,,
,[4/3310],,1856,,1000 - 1265,,,,,,
,[4/3311],,1856,,1267 - 1498,,,,,,
,[4/3312],,1856,,1500 - 1699,,,,,,
,[4/3313],,1856,,1700 - 1999,,,,,,
,[4/3314],,1856,,2000 - 2139,,,,,,
,[4/3315],,1856,,2140 - 2250,,,,,,
,[4/3316],,1856,,2251 - 2499,,,,,,
,[4/3317A],,1856,,2500 - 2749,,,,,"extracted in-letter 56/2578 (with its enclosed play The Bathurst Rivals or the Laughing Jackass), at [4/3317B], copy COD601",
,[4/3318],,1856,,2750 - 2997,,,,,,
,[4/3319],,1856,,3000 - 3249,,,,,,
,[4/3320],,1856,,3250 - 3494,,,,,,
,[4/3321],,1856,,3500 - 3797,,,,,,
,[4/3322],,1856,,3801 - 3999,,,,,,
,[4/3323],,1856,,4000 - 4149,,,,,,
,[4/3324],,1856,,4150 - 4299,,,,,,
,[4/3325],,1856,,4300 - 4699,,,,,,
,[4/3326],,1856,,4700 - 4999,,,,,,
,[4/3327],,1856,,5000 - 5249,,,,,,
,[4/3328],,1856,,5250 - 5499,,,,,,
,[4/3329],,1856,,5502 - 5745,,,,,,
,[4/3330],,1856,,5750 - 5999,,,,,,
,[4/3331],,1856,,6000 - 6249,,,,,,
,[4/3332],,1856,,6250 - 6499,,,,,,
,[4/3333],,1856,,6503 - 6788,,,,,,
,[4/3334],,1856,,6789 - 6989,,,,,,
,[4/3335],,1856,,7000 - 7299,,,,,,
,[4/3336],,1856,,7300 - 7499,,,,,,
,[4/3337],,1856,,7500 - 7699,,,,,,
,[4/3338],,1856,,7700 - 7799,,,,,,
,[4/3339],,1856,,7800 - 7999,,,,,,
,[4/3340],,1856,,8000 - 8299,,,,,,
,[4/3341],,1856,,8300 - 8499,,,,,,
,[4/3342],,1856,,8500 - 8699,,,,,,
,[4/3343],,1856,,8700 - 8999,,,,,,
,[4/3344],,1856,,9000 - 9242,,,,,,
,[4/3345.1],,1856,,,Minutes,,,,M95/A - M144/A,
,[4/3345.2],,1856,,,Despatches,,,,M178/B - M296/B,
,[4/3346],,1856,,,Despatches,,,,M297/B - M381/B,
,[4/3347],,1856,,,Proclamations,,,,,
,[4/3348],,1856,,,Legislative Assembly,,,,in bundle 'Legislative Council and Assembly',
,[4/3348],,1856,,,Legislative Council,,,,in bundle 'Legislative Council and Assembly',
,[4/3349],,1856,,,Legislative Assembly,,,,,
,[4/3350],,1857,,10 - 198,,,,,,
,[4/3351],,1857,,200 - 497,,,,,,
,[4/3352],,1857,,501 - 705,,,,,,
,[4/3353],,1857,,750 - 999,,,,,,
,[4/3354],,1857,,1000 - 1244,,,,,,
,[4/3355],,1857,,1245 - 1499,,,,,,
,[4/3356],,1857,,1500 - 1699,,,,,,
,[4/3357],,1857,,1700 - 1999,,,,,,
,[4/3358],,1857,,2000 - 2286,,,,,,
,[4/3359],,1857,,2288 - 2499,,,,,,
,[4/3360],,1857,,2500 - 2749,,,,,,
,[4/3361],,1857,,2750 - 2999,,,,,,
,[4/3362],,1857,,3000 - 3249,,,,,,
,[4/3363],,1857,,3250 - 3499,,,,,,
,[4/3364],,1857,,3500 - 3699,,,,,,
,[4/3365],,1857,,3700 - 3999,,,,,,
,[4/3366],,1857,,4000 - 4299,,,,,,
,[4/3367],,1857,,4300 - 4499,,,,,,
,[4/3368],,1857,,4500 - 4746,,,,,,
,[4/3369],,1857,,4747 - 4999,,,,,,
,[4/3370.1],,1857,,5000 - 5175,,,,,,
,[4/3370.2],,1857,,,Legislative Assembly,,,,LA 57/1 - 57/95,
,[4/3371],,1857,,,Despatches,,,,M384/B - M563/B,
,[4/3372.2],,1857,,,Acts,,,,Public Acts and Printed Matter etc; part 1 of 2 for 1857,
,[4/3373.1],,1857,,,Acts,,,,Public Acts and Printed Matter etc; part 2 of 2 for 1857,
,[4/3374],,1858,,1 - 300,,,,,,
,[4/3375],,1858,,303 - 399,,,,,,
,[4/3376],,1858,,401 - 800,,,,,,
,[4/3377],,1858,,801 - 1200,,,,,,
,[4/3378],,1858,,1201 - 1600,,,,,,
,[4/3379],,1858,,1604 - 2000,,,,,,
,[4/3380],,1858,,2002 - 2195,,,,,,
,[4/3381],,1858,,2197 - 2400,,,,,,
,[4/3382],,1858,,2401 - 2698,,,,,,
,[4/3383],,1858,,2700 - 3000,,,,,,
,[4/3384],,1858,,3003 - 3398,,,,,,
,[4/3385],,1858,,3400 - 3595,,,,,,
,[4/3386],,1858,,3600 - 3800,,,,,,
,[4/3387],,1858,,3710,,,,,,
,[4/3388],,1858,,3801 - 4700,,,,,,
,[4/3389],,1858,,4701 - 4866,,,,,,
,[4/3390],,1858,,4867 - 5114,,,,,,
,[4/3391],,1858,,,Estimates,,,,part 1 of 2 for 1858,
,[4/3392],,1858,,,Estimates,,,,part 2 of 2 for 1858,
,[4/3393],,1858,,,Despatches,,,,M567/B - M730/B,
,[4/3394],,1858,,,Acts,,,,,
,[4/3395],,1858,,,Legislative Assembly,,,,LA 58/1 – 58/108; in bundle 'Legislative Assembly; Legislative Council',
,[4/3395],,1858,,,Legislative Council,,,,LC 58/1 – 58/20; in bundle 'Legislative Assembly; Legislative Council',
,[4/3396],,1859,,1 - 177,,,,,,
,[4/3397],,1859,,180 - 400,,,,,,
,[4/3398],,1859,,401 - 600,,,,,,
,[4/3399],,1859,,601 - 799,,,,,,
,[4/3400],,1859,,801 - 1200,,,,,,
,[4/3401],,1859,,1208 - 1599,,,,,,
,[4/3402],,1859,,1601 - 2000,,,,,"Note: NRS 906, [4/735B] includes 58/5054, 59/1386, 59/1738 enclosure",
,[4/3403],,1859,,2001 - 2400,,,,,,
,[4/3404],,1859,,2401 - 2800,,,,,,
,[4/3405],,1859,,2801 - 3200,,,,,,
,[4/3406],,1859,,3204 - 3410,,,,,,
,[4/3407],,1859,,3411 - 3600,,,,,,
,[4/3408],,1859,,3601 - 4000,,,,,,
,[4/3409],,1859,,4001 - 5200,,,,,,
,[4/3410],,1859,,5201 - 5600,,,,,,
,[4/3411],,1859,,5601 - 6000,,,,,,
,[4/3412],,1859,,6001 - 6586,,,,,,
,[4/3413.1],,1859,,,Elections,,,,"General Elections, 1858-59",
,[4/3413.2],,1859,,,Unnoted,,,,59/29 – 59/3152,
,[4/3414],,1859,,,Unnoted,,,,59/87 – 59/6607,
,[4/3415],,1859,,,Legislative Assembly,,,,in bundle 'Legislative Assembly; Legislative Council',
,[4/3415],,1859,,,Legislative Council,,,,in bundle 'Legislative Assembly; Legislative Council',
,[4/3416],,1859,,,Despatches,,,,M732/B - M881/B,
,[4/3417],,1859,,,Unregistered,,,,1850-59,
,[4/3418],,1860,,1 - 397,,,,,,
,[4/3419],,1860,,401 - 800,,,,,,
,[4/3420],,1860,,801 - 1200,,,,,,
,[4/3421],,1860,,1201 - 1599,,,,,,
,[4/3422],,1860,,1601 - 2000,,,,,,
,[4/3423],,1860,,2001 - 2400,,,,,,
,[4/3424],,1860,,2401 - 2707,,,,,,
,[4/3425],,1860,,2709 - 3199,,,,,,
,[4/3426],,1860,,3200 - 3600,,,,,,
,[4/3427],,1860,,3605 - 3997,,,,,,
,[4/3428],,1860,,4000 - 4206,,,,,,
,[4/3429],,1860,,4208 - 4490,,,,,,
,[4/3430],,1860,,4500 - 4757,,,,,,
,[4/3431],,1860,,4758 - 4999,,,,,,
,[4/3432],,1860,,5000 - 5316,,,,,,
,[4/3433],,1860,,5317 - 5569,,,,,,
,[4/3434],,1860,,,Unnoted,,,,60/105 - 60/2603,
,[4/3435],,1860,,,Unnoted,,,,60/2704 - 60/5407,
,[4/3436],,1860,,,Legislative Assembly,,,,part 1 of 2 for 1860,
,[4/3437],,1860,,,Legislative Assembly,,,,part 2 of 2 for 1860,
,[4/3438],,1860,,,Statutes,,,,"Statutes at Large, 1860-61; part 1 of 2 for 1860",
,[4/3439],,1860,,,Statutes,,,,"Statutes at Large, 1860-61; part 2 of 2 for 1860",
,[4/3440.1],,1860,,,Despatches,,,,M884/B - M1036/B,
,[4/3440.2],,1860,,,Legislative Assembly,,,,part 3 of 3 for 1860 for Legislative Assembly; bundle includes Legislative Council papers,
,[4/3440.2],,1860,,,Legislative Council,,,,in bundle 'Legislative Assembly and Legislative Council',
,[4/3441],,1861,,1 - 400,,,,,,
,[4/3442],,1861,,401 - 660,,,,,,
,[4/3443],,1861,,661 - 999,,,,,,
,[4/3444],,1861,,1005 - 1224,,,,,,
,[4/3445],,1861,,1228 - 1498,,,,,,
,[4/3446],,1861,,1503 - 1714,,,,,,
,[4/3447],,1861,,1717 - 1999,,,,,,
,[4/3448],,1861,,2001 - 2212,,,,,,
,[4/3449],,1861,,2214 - 2499,,,,,,
,[4/3450],,1861,,2501 - 2763,,,,,,
,[4/3451],,1861,,2765 - 2990,,,,,,
,[4/3452A],,1861,,3000 - 3324,,,,,Letter No. 61/3086 in [4/3452B],
,[4/3453],,1861,,3327 - 3498,,,,,,
,[4/3454],,1861,,3500 - 3799,,,,,,
,[4/3455],,1861,,3800 - 4299,,,,,,
,[4/3456],,1861,,4300 - 4599,,,,,,
,[4/3457],,1861,,4600 - 4799,,,,,,
,[4/3458],,1861,,4800 - 5099,,,,,,
,[4/3459],,1861,,5100 - 5534,,,,,,
,[4/3460],,1861,,,Unnoted,,,,61/213 - 61/5534,
,[4/3461],,1861,,,Legislative Council,,,,part 1 of 2 for 1861; in bundle 'Legislative Assembly and Council',
,[4/3461],,1861,,,Legislative Assembly,,,,part 1 of 2 for 1861; in bundle 'Legislative Assembly and Council',
,[4/3462.1],,1861,,,Legislative Council,,,,part 2 of 2 for 1861; in bundle 'Legislative Assembly and Council',
,[4/3462.1],,1861,,,Legislative Assembly,,,,part 2 of 2 for 1861; in bundle 'Legislative Assembly and Council',
,[4/3462.2],,1861,,,Despatches,,,,M1042/B - M1186/B,
,[4/3463],,1862,,1 - 247,,,,,,
,[4/3464],,1862,,248 - 495,,,,,,
,[4/3465],,1862,,500 - 998,,,,,,
,[4/3466],,1862,,1004 - 1245,,,,,,
,[4/3467],,1862,,1246 - 1498,,,,,,
,[4/3468],,1862,,1500 - 1898,,,,,,
,[4/3469],,1862,,2000 - 2496,,,,,,
,[4/3470],,1862,,2501 - 2719,,,,,,
,[4/3471],,1862,,2720 - 2999,,,,,,
,[4/3472],,1862,,3004 - 3328,,,,,,
,[4/3473],,1862,,3329 - 3499,,,,,,
,[4/3474],,1862,,3501 - 3747,,,,,,
,[4/3475],,1862,,3750 - 3999,,,,,,
,[4/3476],,1862,,4000 - 4311,,,,,,
,[4/3477],,1862,,4317 - 4500,,,,,,
,[4/3478],,1862,,4501 - 4700,,,,,,
,[4/3479],,1862,,4707 - 4997,,,,,,
,[4/3480],,1862,,5007 - 5242,,,,,,
,[4/3481],,1862,,5242/2 - 5497,,,,,,
,[4/3482],,1862,,5509 - 5851,,,,,,
,[4/3483A],,1862,,5852 - 5995,,,,,Letter No.  62/5998 in [4/3483B],
,[4/3484],,1862,,6001 - 6388,,,,,,
,[4/3485.1],,1862,,,Unregistered,,,,,
,[4/3485.2],,1862,,,Legislative Assembly,,,,part 1 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3485.2],,1862,,,Legislative Council,,,,part 1 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3486],,1862,,,Legislative Assembly,,,,part 2 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3486],,1862,,,Legislative Council,,,,part 2 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3487],,1862,,,Legislative Assembly,,,,part 3 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3487],,1862,,,Legislative Council,,,,part 3 of 3 for 1862; in bundle 'Legislative Council and Assembly',
,[4/3488],,1862,,,Despatches,,,,M1187/B - M1348/B including M1202/B Royal Instructions to Governors 1854-67,
,[4/3489],,1862,,,Statutes,,,,,
,[4/4558.1],2255,1843,,,Miscellaneous Persons A,,,,,
,[4/4558.2],2255,1843,,,Miscellaneous Persons B,,,,,
,[4/4558.3],2255,1843,,,Miscellaneous Persons C,,,,,
,[4/4559.1],2255,1843,,,Miscellaneous Persons D,,,,,
,[4/4559.2],2255,1843,,,Miscellaneous Persons E,,,,,
,[4/4559.3],2255,1843,,,Miscellaneous Persons F,,,,,
,[4/4559.4],2255,1843,,,Miscellaneous Persons G,,,,,
,[4/4560.1],2255,1843,,,Miscellaneous Persons H,,,,,
,[4/4560.2],2255,1843,,,Miscellaneous Persons J,,,,in bundle 'Miscellaneous Persons I-J including Inhabitants',
,[4/4560.2],2255,1843,,,Miscellaneous Persons I,,,,in bundle 'Miscellaneous Persons I-J including Inhabitants',
,[4/4560.3],2255,1843,,,Miscellaneous Persons K,,,,,
,[4/4561.1],2256,1843,,,Miscellaneous Persons L,,,,,
,[4/4561.2],2256,1843,,,Miscellaneous Persons M,,,,,
,[4/4562.1],2256,1843,,,Miscellaneous Persons N,,,,,
,[4/4562.2],2256,1843,,,Miscellaneous Persons O,,,,,
,[4/4562.3],2256,1843,,,Miscellaneous Persons P,,,,,
,[4/4562.4],2256,1843,,,Miscellaneous Persons R,,,,,
,[4/4562.5],2256,1843,,,Miscellaneous Persons S,,,,,
,[4/4563.1],2256,1843,,,Miscellaneous Persons T,,,,,
,[4/4563.2],2256,1843,,,Miscellaneous Persons V,,,,,
,[4/4563.3],2256,1843,,,Miscellaneous Persons W,,,,,
,[4/4563.4],2256,1843,,,Miscellaneous Persons Y,,,,,
,[4/4563.5],,1844,,,Miscellaneous,,,,part 2 of 2 for 1844,
,[4/4564],,1844,,,Miscellaneous,,,,part 1 of 2 for 1844,
,[4/4565],,1848,,,Miscellaneous,,,,unregistered (1),
,[4/4566.1],,1847,,,Miscellaneous,,,,,
,[4/4566.2],,1847,,,Proclamations,,,,,
,[4/4566.3],,1847,,,Van Diemen's Land,Van Diemen's Land,,,- Comptroller General of Convicts,
,[4/4567.1],,1849,,,Colonial Secretaries of other Colonies,,,,,
,[4/4567.2],,1849,,,Moreton Bay,Moreton Bay,,,,
,[4/4567.3],,1849,,,Town Clerk,Sydney,,,,
,[4/4568.1],,1849,,,Miscellaneous,,,,,
,[4/493],,1863,,1 - 50,,,,,,
,[4/494],,1863,,51 - 499,,,,,,
,[4/495],,1863,,508 - 760,,,,,,
,[4/496],,1863,,762 - 998,,,,,,
,[4/497],,1863,,1000 - 1497,,,,,,
,[4/498],,1863,,1500 - 2000,,,,,,
,[4/499],,1863,,2005 - 2268,,,,,,
,[4/500],,1863,,2274 - 2500,,,,,,
,[4/501],,1863,,2501 - 2740,,,,,,
,[4/502],,1863,,2741 - 3000,,,,,,
,[4/503],,1863,,3001 - 3500,,,,,,
,[4/504],,1863,,3501 - 3952,,,,,,
,[4/505],,1863,,3953 - 4276,,,,,,
,[4/506],,1863,,4277 - 4669,,,,,,
,[4/507],,1863,,4670 - 4999,,,,,,
,[4/508],,1863,,5000 - 5431,,,,,,
,[4/509],,1863,,5432 - 5500,,,,,,
,[4/510],,1863,,5501 - 6000,,,,,,
,[4/511],,1863,,6001 - 6500,,,,,,
,[4/512],,1863,,6501 - 7135,,,,,,
,[4/513],,1863,,,Legislative Assembly,,,,in bundle 'Legislative Assembly and Legislative Council',
,[4/513],,1863,,,Legislative Council,,,,in bundle 'Legislative Assembly and Legislative Council',
,[4/514],,1863,,,Unnoted,,,,63/451 - 63/3551,
,[4/515],,1863,,,Unnoted,,,,63/3618 - 63/5108,
,[4/516.1],,1863,,,Despatches,,,,"M1329/B - M1473/B, M1486/1/B",
,[4/516.2],,1863,,,Unnoted,,,,63/5117 - 63/5997,
,[4/517],,1863,,,Unnoted,,,,63/5998 - 63/7139,
,[4/518],,1864,,1 - 400,,,,,,
,[4/519],,1864,,401 - 796,,,,,,
,[4/520],,1864,,801 - 1200,,,,,,
,[4/521],,1864,,1201 - 1600,,,,,,
,[4/522],,1864,,1602 - 2072,,,,,,
,[4/523],,1864,,2073 - 2397,,,,,,
,[4/524],,1864,,2403 - 2795,,,,,,
,[4/525],,1864,,2801 - 3195,,,,,,
,[4/526],,1864,,3201 - 3597,,,,,,
,[4/527],,1864,,3601 - 3994,,,,,,
,[4/528],,1864,,4001 - 4400,,,,,,
,[4/529],,1864,,4401 - 4800,,,,,,
,[4/530],,1864,,4801 - 5199,,,,,,
,[4/531],,1864,,5200 - 5642,,,,,,
,[4/532],,1864,,5646 - 6000,,,,,,
,[4/533],,1864,,6001 - 6399,,,,,,
,[4/534],,1864,,6414 - 6949,,,,,,
,[4/535.1],,1864,,,Acts,,,,,
,[4/535.2],,1864,,,Despatches,,,,M1474/B - M1594/B,
,[4/536],,1864,,,Unnoted,,,,64/35 - 64/2400,
,[4/537],,1864,,,Unnoted,,,,64/2404 - 64/3303,
,[4/538],,1864,,,Unnoted,,,,64/3511 - 64/4391,
,[4/539],,1864,,,Unnoted,,,,64/4428 - 64/4990,
,[4/540],,1864,,,Unnoted,,,,64/5004 - 64/6821,
,[4/541],,1864,,,Legislative Assembly,,,,in bundle 'Legislative Assembly and Council',
,[4/541],,1864,,,Legislative Council,,,,in bundle 'Legislative Assembly and Council',
,[4/542],,1864,,,Statutes,,,,,
,[4/543],,1865,,61 - 296,,,,,,
,[4/544],,1865,,303 - 598,,,,,,
,[4/545],,1865,,601 - 899,,,,,,
,[4/546],,1865,,900 - 1150,,,,,,
,[4/547],,1865,,1151 - 1369,,,,,,
,[4/548],,1865,,1370 - 1600,,,,,,
,[4/549],,1865,,1601 - 1800,,,,,,
,[4/550],,1865,,1801 - 2200,,,,,,
,[4/551],,1865,,2201 - 2500,,,,,,
,[4/552],,1865,,2501 - 2800,,,,,,
,[4/553],,1865,,2804 - 3300,,,,,,
,[4/554],,1865,,3301 - 3800,,,,,,
,[4/555],,1865,,3803 - 4199,,,,,,
,[4/556],,1865,,4200 - 4600,,,,,,
,[4/557],,1865,,4603 - 5000,,,,,,
,[4/558],,1865,,5002 - 5388,,,,,,
,[4/559],,1865,,5400 - 5670,,,,,,
,[4/560],,1865,,5675 - 5981,,,,,,
,[4/562],,1865,,,Legislative Assembly,,,,in bundle 'Legislative Assembly and Council',
,[4/562],,1865,,,Legislative Council,,,,in bundle 'Legislative Assembly and Council',
,[4/563],,1865,,,Despatches,,,,M1597/B - M1724/B,
,[4/564],,1865,,,Estimates,,,,1864-65,
,[4/565],,1865,,,Estimates,,,,1865,
,[4/566],,1865,,,Unnoted,,,,65/84 - 65/5706,
,[4/567],,1865,,,Statutes,,,,,
,[4/568],,1866,,1 - 400,,,,,,
,[4/569],,1866,,401 - 800,,,,,,
,[4/570],,1866,,801 - 200,,,,,,
,[4/571],,1866,,1201 - 1500,,,,,,
,[4/572],,1866,,1501 - 1789,,,,,,
,[4/573],,1866,,1790 - 2396,,,,,,
,[4/574],,1866,,2400 - 2800,,,,,,
,[4/575],,1866,,2801 - 3200,,,,,,
,[4/576],,1866,,3210 - 3800,,,,,,
,[4/577],,1866,,3802 - 4200,,,,,,
,[4/578],,1866,,4204 - 4500,,,,,,
,[4/579],,1866,,4501 - 4794,,,,,,
,[4/580],,1866,,4795 - 5000,,,,,,
,[4/581.1],,1866,,5001 - 5250,,,,,,
,[4/582],,1866,,5251 - 5500,,,,,,
,[4/583],,1866,,5501 - 5900,,,,,,
,[4/584],,1866,,5901 - 6173,,,,,,
,[4/585],,1866,,,Unnoted,,,,66/454 - 66/6036,
,[4/586.1],,1866,,,Despatches,,,,M1728/B - M1837/B,
,[4/586.2],,1866,,,Estimates,,,,,
,[4/587.1],,1866,,,Legislative Assembly,,,,in bundle 'Legislative Assembly and Council',
,[4/587.1],,1866,,,Legislative Council,,,,in bundle 'Legislative Assembly and Council',
,[4/587.2],,1866,,,Magistrates,,,,receipts for copies of the Australian Almanac,
,[4/588],,1867,,1 - 300,,,,,,
,[4/589],,1867,,301 - 600,,,,,,
,[4/590],,1867,,601 - 1100,,,,,,
,[4/591],,1867,,1101 - 1500,,,,,,
,[4/592],,1867,,1501 - 1800,,,,,,
,[4/593],,1867,,1801 - 2001,,,,,,
,[4/595],,1867,,2801 - 3100,,,,,,
,[4/596],,1867,,3101 - 3400,,,,,,
,[4/597],,1867,,3401 - 3700,,,,,,
,[4/598],,1867,,3701 - 4000,,,,,,
,[4/599],,1867,,4001 - 4400,,,,,,
