Date,Surname,FirstName,Station,Description,Citation,Remarks
1846,Hoyle,Duncan,Plains,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 9a",Superintendent: David Young.
1844,Hoyle,Duncan,Mount Bute,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 37",Superintendent: John Hoyle.
January 1844,Hoyle,Duncan,Mount Bute,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 5",Superintendent: John Hoyle.
1842,Hudson,,Tiah,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 60",Superintendent:  Hudson.
1842,Hughes,H K,Avenal,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: H K Hughes.
1842,Hughes,H K,Avenal,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: H K Hughes.
1843,Hughes,J T,Weemobong,William Henry Wright Bathurst and Wellington,"NRS 906 [X818]; Reel 2748-2749, Page 57",Superintendent: B O'Mullan.
August 1843,Hughes,James,Cobermorg,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 13,Superintendent: John Richardson.
1839,Hughes,James,Cobermorey,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 8",Superintendent: David Stewart.
1848,Hughes,John,Guningrah,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 83",Superintendent: John Hughes.
1848,Hughes,John,Gunningrah,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 73",Superintendent: John Hughes.
1839,Hughes,John Terry,Guningerah,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 5",Superintendent: David Bell.
1845,Hughes,Peter,Upper Weriaby,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 49",Superintendent: A Fisher.
January 1844,Hughes,William,Port Fairy Forest,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 10",Superintendent:  woodcutters.
January 1844,Hughes,William,Port Fairy Forest,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 5",Superintendent:  Sawyer/Lawyer.
1844,Hughes & Isaac,,Stanbrook,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 86",Superintendent:  Hughes & Isaac.
1844,Hughes & Isaac,,Stanbrook,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 87",Superintendent:  Hughes & Isaac.
1843,Hughes & Isaac,,Stranbrook,Christopher Robertson County of Stanley,"NRS 906 [X817]; Reel 2748-2749, Page 82",Superintendent: H Ross.
1848,Hughes & Isaac,,Gowrie,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 96",Superintendent: H E Isaac.
1846,Hughes & Isaac,,Westbrook,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 91",Superintendent: W Hughes.
1848,Hughes & Isaac,,Westbrook,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 96",Superintendent: H E Isaac.
1846,Hughes & Isaac,,Gnore,Christoper Rolleston county of Stanley called Darling Downs,"NRS 906 [X817]; Reel 2748-2749, Page 91",Superintendent: W Hughes.
1841,Hughes & Isaacs,,Stanbrook,George James McDonald Brisbane 1 Jan - 6 May 1840,"NRS 906 [X816]; Reel 2748-2749, Page 32",Superintendent:  Hughes & Isaacs.
1840,Hughes & McIntyre,,Messrs Hughes,Itinerary of the Commissioner of Crown Lands Port Phillip Henry Fysche Gisborne 28 Jan-18 Feb 1840,NRS 905 [4/10803.4]; Page 40/2967,Superintendent:  Hughes & McIntyre.
August 1843,Hughes & McIntyre,,Nil,Itinerary of John Lambie County of Murray and St Vincent August 1843 to April 1844,NRS 905 [4/10803.2]; Page 4,Superintendent: John McIntyre.
1846,Hughes & McIntyre,,Gunningerah,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 49",Superintendent: John McIntyre.
1846,Hughes & McIntyre,,Guningrah and Galanterby,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 40",Superintendent: John McIntyre.
1844,Hull,Henry,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 29",Superintendent:  Nil.
8 April 1844,Hull,Thomas,Pinnacle,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 34",Superintendent: Thomas Hull.
8 April 1844,Hull,Thomas,Pinnacle,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 19",Superintendent: Thomas Hull.
22 May 1844,Hull,Thomas,Pinnacle,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: T Hull.
22 May 1844,Hull,Thomas,Pinnacle,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 8",Superintendent: T Hull.
1842,Hume,H,Yarreninga,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 15",Superintendent: J Davis.
July 1839,Humphrey,N,Glenmore,George James Macdonald Esq County of Brisbane,"NRS 906 [X816]; Reel 2748-2749, Page 3",Superintendent:  Proprietors.
1848,Hunt,Francis,Wagonga,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Francis Hunt.
1839,Hunt,Francis,Wagonga,John Lambie Counties of St Vincent and Murray,"NRS 906 [X815]; Reel 2748-2749, Page 11",Superintendent: Francis Hunt.
1847,Hunt,Francis,Wonganga,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 61",Superintendent: Francis Hunt.
1839,Hunt,W,Wycumbong,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 21",Superintendent: John Dixon.
1848,Hunt,William,Gingery,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 79",Superintendent: Thomas Power .
1845,Hunt,William,Little Tindery,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 31",Superintendent: Thomas Power.
1847,Hunt,William,Gingery,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 59",Superintendent: Thomas Power.
1846,Hunt,William,Gingery,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 45",Superintendent: Thomas Power.
1840,Hunter,,Messrs Hunter & Watson,Itinerary of the Commissioner of Crown Lands Port Phillip Henry Fysche Gisborne 28 Jan-18 Feb 1840,NRS 905 [4/10803.4]; Page 40/2967,Superintendent: Alexander Affleck.
1842,Hunter,,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 13",Superintendent:  Hunter.
1842,Hunter,,,Frederick Armand Powlett Commissioner of Crown Lands Western Port Counties Bourke Called Western Port,"NRS 906 [X817]; Reel 2748-2749, Page 62",Superintendent:  Nil.
1842,Hunter,,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 12",Superintendent:  Hunter.
1845,Hunter,A & J,Pt Fairy River,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 48",Superintendent:  Nil.
1 July 1845,Hunter,Colin,Mount Elesly,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 43",Superintendent:  Nil.
1842,Hunter,J,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 5",Superintendent:  Ironfield.
1 July 1842,Hunter,James,Euranballa,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 20",Superintendent: S McGregor.
1842,Hunter,Messrs,Manaluke,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 13",Superintendent: Messrs Hunter.
1842,Hunter,Messrs,Mamaluke,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 17",Superintendent: Messrs Hunter.
1844,Hunter & Fyfe,,Dalhunty Plains,Stephen Simpson Esq County of Stanley,"NRS 906 [X818]; Reel 2748-2749, Page 1",Superintendent: Mr Fyfe.
1844,Huntley,John,Colac,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 44",
1842,Huon,,Woodonga,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 19",Superintendent:  Huon.
1844,Huon,A,Strath,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 24",Superintendent: A Huon.
1844,Huon,A,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 25",Superintendent: J Hume.
1845,Huon,A A,Jerri Jerri,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 43",Superintendent: J Bellamy.
1845,Huon,A A,Jerri Jerri,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 38",Superintendent: A A Huon.
1845,Huon,A A,Mohunga,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 43",Superintendent: A A Huon.
10 July 1839,Huon,Amey,Murraymurrenbung,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 7",Superintendent: Amey Huon.
1842,Huon,Any,Murramurrombong,Henry Wilson Hutchinson Smythe Bourke,"NRS 906 [X818]; Reel 2748-2749, Page 14",Superintendent: Any Huon.
1845,Huon,C,Jing Water Holes,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 38",Superintendent: C Huon.
1845,Huon,Charles,Peny Water Holes,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 43",Superintendent: J Irvine.
1845,Huon,H,Charnurn,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 45",Superintendent:  Nil.
1844,Huon,L C,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 25",Superintendent:  Nil.
10 July 1839,Huon,Paul & Chas,Woodonga,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 7",Superintendent: George Jeffers.
1845,Huon & Chapman,J,,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 38",Superintendent: J Huon & Chapman.
10 July 1839,Huon & Dight,,Bungowana,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 5",Superintendent: Daniel Lowe.
1847,Huon & Lester,,Bosemamook,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 49",Superintendent:  Nil.
1840,Hurley,,Corremondry ?,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 15",Superintendent: Michael Coghlan.
8 April 1844,Hurley,John,Corramendene ?,Edgar Beckham County King Lachlan District,"NRS 906 [X811]; Reel 2748-2749, Page 10",Superintendent: John Teehan.
8 April 1844,Hurley,John,Cotomondra,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 65",Superintendent: John Hurley.
8 April 1844,Hurley,John,Cucumbla,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 54",Superintendent: John Ryan.
22 May 1844,Hurley,John,Condememsine?,Bordin Police Office Lachlan District County of King,"NRS 906 [X811]; Reel 2748-2749, Page 5",Superintendent: J Sheehan.
8 April 1844,Hurley,John,Holoohan Creek,Lachlan Dstirct from 1 March 1847-1 March 1848 County of King Edgar Beckham esq,"NRS 906 [X811]; Reel 2748-2749, Page 64",Superintendent: John Hurley.
8 April 1844,Hurley,John,Poremendie ?,County King 1 March 1845 - 28 February 1846 Edgar Beckham Esq,"NRS 906 [X811]; Reel 2748-2749, Page 23",Superintendent: James O'Brien.
January 1840,Hurley & Fennell,Messrs,Curramundy ?,King & Murray Borowa River Left Banks of Lachlan River Half Yearly Return of Pupulation and Live Stock,"NRS 906 [X813]; Reel 2748-2749, Page 24",Superintendent: John Shehan.
1840,Hurly & Fennell,,Corremondry ?,Commissioners of Crown Lands Itinerary Dalhunty and Fry County of King and Murray,"NRS 906 [X813]; Reel 2748-2749, Page 9",Superintendent: Michael Coghlan.
10 September 1839,Hurt,E P L,Nagenbilley,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 18",Superintendent: Nicholas Klusky.
1846,Hutcheson,Geo,Runymede,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 9a",Superintendent: Geo Hutcheson .
10 July 1839,Hutchinson,W H,Tumberumbera,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 2",Superintendent: Robert Philips.
1846,Hutchinson & Kidd,,Bush Creek,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 9",Superintendent:  Hutchinson & Kidd.
1844,Hutchinson & Kidd,,Bush Creek,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 37",Superintendent:  Hutchinson & Kidd.
January 1844,Hutchinson & Kidd,,Bush Creek,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 5",Superintendent:  Hutchinson & Kidd.
1 July 1842,Hutchison & Kidd,,Bush Creek,Western Port District Bounded on the North by Western Port District by  the East by Sea Coast on the South by Glenelg River and on the West by Portland Bay,"NRS 906 [X814]; Reel 2748-2749, Page 20",Superintendent:  Hutchison & Kidd.
1845,Hutchison & Kidd,,Bush Creek,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 48",Superintendent:  Hutchison & Kidd.
1844,Hutchison & Kidd,,Bush Creek,Foster Fyans Portland Bay April 1844,"NRS 1391 [X690]; Reel 2756, Page 16",Superintendent:  Hutchison & Kidd.
1 July 1845,Hutchison & Kidd,,Bush Creek,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 43",Superintendent:  Hutchison & Kidd.
1844,Hutchison & Kidd,,Nil,Forster Fyans Normanby November 1844,"NRS 1391 [X690]; Reel 2756, Page 31",Superintendent:  Nil.
1842,Hutchkison,,,Portland Bay Disctict County of Grant & Normanby,"NRS 906 [X814]; Reel 2748-2749, Page 4",Superintendent:  Hutchkison.
November 1839,Hutton,,Huttons,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 1 back of,Superintendent:  Hutton.
November 1839,Hutton,Camp,Capt Hutton,Itineraries of  Henry Fysche Gisborne 30 Aug - 26 Dec 1839 Geelong and Lines of Road To Portland Bay,NRS 905 [4/10803.3]; Page 1 back of,Superintendent: Capt Hutton.
1846,Hutton,Charles,River Glenelg,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 9",Superintendent: T W Brilby.
1846,Hutton,W,Gazelle,January 1846 Half Yearly Return of Population and Livestock district of Portland Bay situated adjoining county of Grant & Normanby and bounded on the north by Western Port District on the east by the Sea Coast on the south by the Glenelg river and the sea,"NRS 1391 [X691]; Reel 2756, Page 9a",Superintendent: W Hutton.
1845,Hutton,William,Gazelle,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 48",Superintendent: William Hutton .
1 July 1845,Hutton,William,Gazelle,"Half Yearly Return of Population and Live Stock in the District of Portland Bay adjacent to the County of Grant & Normanby and bounded on the West by Unknown Country on the east by the Sea Coast , on the South by Glenelg River and Sea Coast and on the Nor","NRS 906 [X814]; Reel 2748-2749, Page 43",Superintendent: William Hutton.
1844,Hutton,William,Gazelle,Half Yearly Returns of Livestock and Population in the District of Portland Bay July 1844,"NRS 1391 [X690]; Reel 2756, Page 37",Superintendent: William Hutton.
January 1844,Hutton,William,Gazelle,Half Yearly Returns of Livestock and Population in the District of  Portland Bay January 1844,"NRS 1391 [X690]; Reel 2756, Page 5",Superintendent: William Hutton.
1845,Hylan,,Quatquata,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 42",Superintendent: H E Wish.
1845,Hylan,Messrs,Quata,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 37",Superintendent: H With.
1840,Hyland,,Gingers,Henry Oakes Port Macquarie,"NRS 906 [X817]; Reel 2748-2749, Page 39",Superintendent: J Naylor.
August & September 1843,Hyland,J,Quant Quarter,Henry Bingham Esq County of Murray,"NRS 906 [X812]; Reel 2748-2749, Page 23",Superintendent: S Keith.
1848,Hyland,Martin,Juchbyaa,Census Return of John Lambie Esq Commissioner of Crown Lands Maneroo forwarded to Hon Col Sec 8 March 1848,"NRS 906 [X815]; Reel 2748-2749, Page 82",Superintendent: THomas Gorman.
1847,Hyland,Martin,Grosses Plains,John Lambie Murray and St Vincent July 1840,"NRS 906 [X815]; Reel 2748-2749, Page 69",Superintendent: Thomas Gorman.
