,SURNAME,FIRSTNAME,RESIDENCE,DISTRICT,SITUATION,DATE OF LICENCE,LICENCE,COPY,ITEM,REMARKS,SERIES,
,MAYNE,W C,St Clair Falbrook Darlington,Liverpool Plains,"Bowning R? (A run on west side of the); The station name has been variously listed on the licences as ""Arun"" and ""arun"", which may be either a station name or ""a run"" (which may possibly have been followed by a further description on the original licence)",30/03/1841,0605,5070,[4/95],,NRS 14363,
,MAYNE,W C,Singleton,Liverpool Plains,Arun,07/11/1843,0606,5076,[4/100],"Station:The station name has been variously listed on the licences as ""Arun"" and ""arun"", which may be either a station name or ""a run"" (which may possibly have been followed by a further description on the original licence)",NRS 14363,
,MAYNE,W C,Singleton,Darling Downs,Rosenthall,07/11/1843,0607,5076,[4/100],,NRS 14363,
,MAYNE,William,"Llangollen, Cassilis",Liverpool Plains,Melville Plains and Saintulba?,30/06/1840,0136,5069,[4/93],Issued instead of 157,NRS 14363,
,MAYNE,William C,St Clair; Falbrook Darlington,Liverpool Plains,Barwin River (A run on the west side of),13/08/1841,0301,5072,[4/97],,NRS 14363,
,MAYS,Frederick,-,Monaroo,Southern,28/06/1838,0254,5067,[4/91],Other names mentioned: NICHOLSON (Captain),NRS 14363,
,MCALISTER,Lachlan,Clifton,Maneroo,McAlister's Station,28/09/1840,0422,5070,[4/94],Issued on last years licence his name appearing with the Commissioners return for the present year,NRS 14363,
,MCARTHUR,H,Parramatta,Murrumbidgee,South Western,28/01/1837,0167,GvtG,,,NRS 14363,
,MCARTHUR,H H,"Dunheved, Penrith",New England,Canning Downs (The),01/07/1841,0083,5070,[4/95],"and LESLIE, P",NRS 14363,
,MCARTHUR,H H,Dutzon,Murrumbidgee,Ellerslie; Oberne and Marigal,10/07/1839,0095,5068,[4/92],,NRS 14363,
,MCARTHUR,H H,Parramatta,Murrumbidgee,Ellerslie,30/06/1840,0108,5069,[4/93],,NRS 14363,
,MCARTHUR,James,Camden,Murrumbidgee Wellington,Southern and Western,03/07/1838,0295,5067,[4/91],"and MCARTHUR, William",NRS 14363,
,MCARTHUR,James,Nangus,Lachlan,Nangus,16/08/1843,0128,5075,[4/101],"and MCARTHUR, William",NRS 14363,
,MCARTHUR,William,Camden,Murrumbidgee Wellington,Southern and Western,03/07/1838,0295,5067,[4/91],and MCARTHUR James,NRS 14363,
,MCARTHUR,William,Nangus,Lachlan,Nangus,16/08/1843,0128,5075,[4/101],"and MCARTHUR, James",NRS 14363,
,MCCALLUM,Alexander,Burnima,Maneroo,Tirvine,19/03/1844,0729,5076,[4/100],,NRS 14363,
,MCCALLUM,Archibald,-,Lachlan,Woolgarlo,07/10/1845,0908,5081,[4/106],,NRS 14363,
,MCCALLUM,Archibald,Good Hope,Lachlan,Bogolong and Woolgarlo,23/08/1844,0173,5077,[4/103],,NRS 14363,
,MCCARTHY,Charles,Murrumbidgee,Murrumbidgee,Gobaralong,31/10/1839,0490,5068,[4/92],,NRS 14363,
,MCCARTHY,James,Crane Brook Nepean,Murrumbidgee,Southern,22/03/1838,0061,5067,[4/91],"Other names mentioned: MCCARTHY, J",NRS 14363,
,MCCAUSLAND,A,-,Maneroo,Panbula,30/09/1845,0637,5080,[4/107],,NRS 14363,
,MCCAUSLAND,A,-,Maneroo,Barinagina,13/02/1846,1155,5081,[4/106],,NRS 14363,
,MCCAUSLAND,A,-,Maneroo,Burmuguy,28/09/1844,0481,5078,[4/102],,NRS 14363,
,MCCAUSLAND,Armstrong,Burmaguy,Maneroo,Burmaguy,13/09/1842,0388,5073,[4/98],,NRS 14363,
,MCCAUSLAND,Armstrong,-,Maneroo,Burmuguy,24/08/1843,0144,5075,[4/101],,NRS 14363,
,MCCONNEL,D C,-,Moreton Bay,Cressbrook?/Creabrook?,22/09/1845,0403,5080,[4/107],or MCCONNELL,NRS 14363,
,MCCONNEL,David,Darling Downs,New England,Darling Downs,30/09/1841,0696,5071,[4/96],,NRS 14363,
,MCCONNEL,David Cannon,Cressbrook,Moreton Bay,Cressbrook,21/08/1843,0139,5075,[4/101],,NRS 14363,
,MCCONNEL,David Cannon,Moreton Bay,Moreton Bay,Cressbrook on Stanly Creek,22/09/1842,0431,5074,[4/99],,NRS 14363,
,MCCONNELL,D C,-,Moreton Bay,Cressbrook,24/09/1844,0370,5077,[4/103],,NRS 14363,
,MCCONNELL,David,Moreton Bay,New England,Darling Downs,30/09/1841,0507,5072,[4/97],,NRS 14363,
,MCCREA,C,Gombra,Bligh,Gombra,18/08/1843,0133,5075,[4/101],or MCRAE,NRS 14363,
,MCCULLOCH,Thomas,Sydney,Murrumbidgee,Waller Waller,01/08/1843,0072,5075,[4/101],,NRS 14363,
,MCCULLOCK,T,Sydney,Murrumbidgee,Waller Waller,28/06/1842,0058,5073,[4/98],,NRS 14363,
,MCCULLOCK,Thomas,Sydney,Murrumbidgee,Waller Waller,06/07/1841,0141,5070,[4/95],,NRS 14363,
,MCCULLUM,A,-,Maneroo,Teroine,26/09/1845,0509,5080,[4/107],,NRS 14363,
,MCDERMOTT,-,Wallandhun,Murrumbidgee,Wallandhun,01/07/1839,0028,5068,[4/92],and DIXON and CO,NRS 14363,
,MCDERMOTT,H,Sydney,Lachlan,Calabash Flat,13/07/1840,0151,5069,[4/93],"and DIXON, T",NRS 14363,
,MCDONALD,(Messrs),Fesseferu,Moreton Bay,Campsie situated on the Eastern side of the Brisbane River,06/01/1843,0670,5074,[4/99],and RANKEN,NRS 14363,
,MCDONALD,C,-,Moreton Bay,Dugandan,24/09/1845,0425,5080,[4/107],"and MCDONALD, M",NRS 14363,
,MCDONALD,C C,New England,New England,-,24/08/1842,0280,5073,[4/98],,NRS 14363,
,MCDONALD,C C,Falkenor Plains,New England,Falkenor Plains,27/03/1844,0740,5076,[4/100],,NRS 14363,
,MCDONALD,C C,New England,New England,-,14/07/1841,0170,5070,[4/95],,NRS 14363,
,MCDONALD,C C,-,New England,Falconer,28/02/1845,0825,5078,[4/104],,NRS 14363,
,MCDONALD,Campbell,-,Moreton Bay,Dugandun,14/03/1845,0834,5078,[4/104],"and MCDONALD, Macquarie",NRS 14363,
,MCDONALD,Colin,Jeremiah; Nadgenbillie,Murrumbidgee,Jeremiah,30/07/1842,0194,5073,[4/98],,NRS 14363,
,MCDONALD,Dugald,Nimethebell,Maneroo,Nimethebell,15/08/1845,0031,5079,[4/105],,NRS 14363,
,MCDONALD,Dugald,-,Maneroo,Nimitabelle,12/09/1844,0286,5077,[4/103],,NRS 14363,
,MCDONALD,George,-,Murrumbidgee,Adginbilly,31/10/1844,0705,5078,[4/102],,NRS 14363,
,MCDONALD,George,-,Murrumbidgee,Adginbilly,17/09/1845,0271,5079,[4/105],,NRS 14363,
,MCDONALD,George,Nodginbilly,Murrumbidgee,Nodginbilly,31/07/1841,0250,5072,[4/97],"Other names mentioned: WALKER, W and CO",NRS 14363,
,MCDONALD,George,Nodginbilly,Murrumbidgee,Nodginbilly,28/09/1841,0467,5072,[4/97],,NRS 14363,
,MCDONALD,George,Nodginbilly,Murrumbidgee,Nodginbilly,17/03/1840,0606,5069,[4/93],,NRS 14363,
,MCDONALD,George,Sydney,Yass (beyond),Western,24/02/1837,0261,5067,[4/91],,NRS 14363,
,MCDONALD,George,Nodginbilly,Murrumbidgee,Nodginbilly,27/09/1843,0394,5075,[4/101],,NRS 14363,
,MCDONALD,George,Nodginbilly,Murrumbidgee,Nodginbilly,12/09/1842,0373,5073,[4/98],,NRS 14363,
,MCDONALD,John,Pitt Town,Liverpool Plains,Weerys Creek,01/07/1839,0009,5068,[4/92],,NRS 14363,
,MCDONALD,John,Pitt Town,Liverpool Plains,Western and Southern,11/02/1837,0233,GvtG,,,NRS 14363,
,MCDONALD,M,-,Moreton Bay,Dugandan,24/09/1845,0425,5080,[4/107],"and MCDONALD, C",NRS 14363,
,MCDONALD,Macquarie,-,Moreton Bay,Dugandun,14/03/1845,0834,5078,[4/104],"and MCDONALD, Campbell",NRS 14363,
,MCDONALD,Owen,Little River,Murrumbidgee,Little River,03/08/1843,0767,5074,[4/99],,NRS 14363,
,MCDONELL,Eneas Ranaldson,Woolongong,Maneroo,"Glengarry station, Gippsland",10/11/1841,0565,5072,[4/97],"(of Glengarry, JP)",NRS 14363,
,MCDOUGALL,James,Darlington,Liverpool Plains,Northern,21/04/1838,0084,5067,[4/91],Sent by post,NRS 14363,
,MCDOUGALL,James T,Patrick's Plains,Liverpool Plains,North Western,14/01/1837,0105,GvtG,,,NRS 14363,
,MCDOUGALL,John,-,Liverpool Plains,"Collebella, Severn River",26/09/1842,0464,5074,[4/99],,NRS 14363,
,MCDOUGALL,John,-,Liverpool Plains,Texas,18/11/1845,1049,5081,[4/106],,NRS 14363,
,MCDOUGALL,John,"Merton, Muswellbrook",Liverpool Plains,Mayne River (On the),30/06/1841,0063,5070,[4/95],,NRS 14363,
,MCDOUGALL,John,"Overton, Muswell Brook",Liverpool Plains,Mayne River (On the),02/07/1841,0114,5070,[4/95],"Other names mentioned: MCDOUGALL, Louisa; £10 by Louisa McDougalls cheque recvd from the Colonial Treasure the sum of £10 being amt refunded for Licence for Mr J McDougall. Mr McDougall's licence was issued No 41/63. Licence Cancelled",NRS 14363,
,MCDOWELL,-,-,New England,Moona Plains,08/08/1845,0011,5079,[4/105],and CRAWFORD,NRS 14363,
,MCEVOY,James,Woolindily,Maneroo,Woolindily,06/01/1842,0601,5071,[4/96],,NRS 14363,
,MCEVOY,James,Woolindily,Maneroo,Woolindily,06/01/1842,0715,5071,[4/96],,NRS 14363,
,MCEVOY,James,Woolindily,Maneroo,Woolindily,12/09/1842,0380,5073,[4/98],,NRS 14363,
,MCEVOY,James,-,Maneroo,Wollondibby,22/09/1845,0392,5079,[4/105],,NRS 14363,
,MCEVOY,James,Woolindilly,Maneroo,Woolindilly,15/08/1844,0142,5077,[4/103],,NRS 14363,
,MCFARLANE,(Messrs),Malley,Murrumbidgee,Malley,30/09/1843,0441,5076,[4/100],and SHAW,NRS 14363,
,MCFARLANE,J,Goulburn,Monaroo,Southern,28/01/1837,0165,GvtG,,,NRS 14363,
,MCFARLANE,James,"Inverlucky, Goulburn",Monaroo,Southern,30/06/1838,0276,5067,[4/91],Other names mentioned: DUTTON (Mr),NRS 14363,
,MCFARLANE,James,Goulburn Plains,Maneroo,Carrawang; Omea,24/09/1841,0683,5071,[4/96],,NRS 14363,
,MCFARLANE,James,Carraway and Omea,Maneroo,Carraway and Omea,10/11/1843,0613,5076,[4/100],,NRS 14363,
,MCFARLANE,James,Goulburn Plains,Maneroo,Canawang and Omeo?,24/09/1841,0447,5072,[4/97],,NRS 14363,
,MCFARLANE,John,-,Lachlan,Golgillan,30/09/1845,0818,5081,[4/106],,NRS 14363,
,MCFARLANE,John,-,Lachlan,Galgalong,27/11/1844,0733,5078,[4/102],,NRS 14363,
,MCFARLANE,John,Galgalong,Lachlan,Galgalong,26/09/1842,0480,5074,[4/99],,NRS 14363,
,MCFARLANE,John,Galgalong,Lachlan,Galgalong,25/09/1843,0355,5075,[4/101],,NRS 14363,
,MCFIE,George,Para,Maneroo,Para,30/09/1843,0544,5076,[4/100],,NRS 14363,
,MCFIE,George,-,Maneroo,Parro,30/09/1844,0562,5078,[4/102],,NRS 14363,
,MCFIE,George,-,Maneroo,Parro,30/09/1845,0639,5080,[4/107],,NRS 14363,
,MCFIE,George,Beyolia?,Maneroo,Purro Flat,23/03/1840,0621,5069,[4/93],,NRS 14363,
,MCGAA,(Messrs),Sydney,Lachlan,Womba Numba Gap and Maringa,05/07/1839,0050,5068,[4/92],and HASLINGDEN,NRS 14363,
,MCGAA,(Messrs),Sydney,Murrumbidgee and Lachlan,Greg Grek,23/03/1840,0620,5069,[4/93],and HASLINGDEN,NRS 14363,
,MCGAA,-,Sydney,King Murrays,Southern,14/01/1837,0063,GvtG,,"and HASLINGTON, E",NRS 14363,
,MCGAA,A,Sydney,Murrumbidgee,Gre Grek,02/09/1841,0675,5070,[4/95],"and HASLINGDON, E",NRS 14363,
,MCGAA,A,Sydney,Lachlan,Muringo; Womba; Numba; Gegellalong,02/09/1841,0674,5070,[4/95],"and HASLINGDON, E",NRS 14363,
,MCGAA,Allan,Sydney,Liverpool Plains,Dungowan on Peels River,05/07/1839,0060,5068,[4/92],"and HOW, Robert",NRS 14363,
,MCGAA,Allen,Sydney,Lachlan and Murrumbidgee,Meringo; Gegallalong; and Gre Greg,13/07/1842,0125,5073,[4/98],,NRS 14363,
,MCGAA,H,Yass,Yass,South Western,31/01/1838,0014,5067,[4/91],and HASLINGDON; Other names mentioned: MCGAA and CO (agents),NRS 14363,
,MCGARVIE,(Mrs),-,Clarence River,York,30/09/1845,0652,5080,[4/107],now MCKELLAR; Other names mentioned: MCKELLAR (Mrs),NRS 14363,
,MCGARVIE,J (Mrs),Sydney,Clarence River,York,15/05/1844,0766,5076,[4/100],,NRS 14363,
,MCGEACHIE,H A (Miss),-,Liverpool Plains,Colly and Chilcott Creek,30/09/1844,0557,5078,[4/102],,NRS 14363,
,MCGEACHIE,Heetrina? Ann,Colly Creek,Liverpool Plains,Colly Creek and Chilcott Creek,10/02/1844,0696,5076,[4/100],,NRS 14363,
,MCGEACHIE,John,Colly Creek,Liverpool Plains,Musquito Creek,16/09/1842,0402,5074,[4/99],,NRS 14363,
,MCGEACHIE,John,Murrundi,Liverpool Plains,Musquito Creek,25/11/1843,0622,5076,[4/100],,NRS 14363,
,MCGEACHIE,John,-,Liverpool Plains,Colly and Chilcott Creek,06/07/1844,0012,5077,[4/103],,NRS 14363,
,MCGEACHIE,John,-,Liverpool Plains,Mosquito Creek,27/09/1845,0562,5080,[4/107],,NRS 14363,
,MCGEACHIE,Robert,Invermein,Liverpool Plains,Colly Creek,03/03/1840,0581,5069,[4/93],,NRS 14363,
,MCGEACHIE,Robert,Colly Creek,Liverpool Plains,Colly Creek and Mulla Mulla Creek,23/07/1840,0178,5069,[4/93],,NRS 14363,
,MCGILL,John,Fosters Valley,Wellington,Lachlan River (On the),11/11/1839,0515,5069,[4/93],,NRS 14363,
,MCGILL,Michael,Molyam,Lachlan,Molyam,21/09/1842,0423,5074,[4/99],,NRS 14363,
,MCGREGOR,-,-,Lachlan,Moorangarral,19/09/1845,0344,5079,[4/105],and GRAHAM,NRS 14363,
,MCGREGOR,Edward,Monaroo,Monaroo,Southern,11/02/1837,0213,GvtG,,,NRS 14363,
,MCGUIGAN,John,Maneroo,Maneroo,-,21/09/1842,0426,5074,[4/99],,NRS 14363,
,MCGUIGAN,John,-,Maneroo,Boloco?,20/09/1845,0356,5079,[4/105],,NRS 14363,
,MCGUIGAN,John,Noronga,Maneroo,Noronga,30/09/1840,0494,5070,[4/94],,NRS 14363,
,MCGUIGAN,John,-,Maneroo,Norongo,26/09/1844,0412,5078,[4/102],,NRS 14363,
,MCGUIGAN,Patrick,-,Maneroo,Stockyard,30/09/1845,0718,5080,[4/107],,NRS 14363,
,MCGUIGAN,Patrick,-,Maneroo,Stockyard Flat,28/09/1844,0531,5078,[4/102],,NRS 14363,
,MCGUIGAN,Patrick,Stockyard Flat (The),Maneroo,Stockyard Flat (The),15/09/1842,0395,5074,[4/99],,NRS 14363,
,MCINTOSH,W E,-,Murrumbidgee,Gre Grek,27/09/1845,0556,5080,[4/107],,NRS 14363,
,MCINTYRE,(Messrs),-,Maneroo,-,20/09/1844,0322,5077,[4/103],and HUGHES and TERRY (Mrs),NRS 14363,
,MCINTYRE,(Miss),Sydney,New England,Byron Plains,19/08/1843,0134,5075,[4/101],,NRS 14363,
,MCINTYRE,Donald,Dart Brook,New England,Wolomundi and Falcon Plains,24/02/1840,0576,5069,[4/93],,NRS 14363,
,MCINTYRE,John,Gurrigrali/Gunigrali?,Maneroo,Gurrigrali?/Gunigrali?,29/06/1840,0071,5069,[4/93],"and HUGHES, John Terry",NRS 14363,
,MCINTYRE,John,Gurrigrali?,Maneroo,Gurrigrali?,20/08/1841,0323,5072,[4/97],"and HUGHES, John Terry",NRS 14363,
,MCINTYRE,Mary,Sydney,New England,Waterloo,13/02/1846,1153,5081,[4/106],,NRS 14363,
,MCINTYRE,Mary,Sydney,New England,Byron,13/02/1846,1152,5081,[4/106],,NRS 14363,
,MCINTYRE,Mary,Sydney,New England,Gyra,13/02/1846,1154,5081,[4/106],,NRS 14363,
,MCINTYRE,Mary (Miss),Sydney,New England,Macintya (The),18/08/1842,0247,5073,[4/98],,NRS 14363,
,MCINTYRE,Mary (Mrs),Maitland,New England,Byron Plains,30/09/1844,0637,5078,[4/102],,NRS 14363,
,MCINTYRE,P,Dartbrook,New England,North Western,28/01/1837,0158,GvtG,,,NRS 14363,
,MCINTYRE,Peter,Sydney,New England,McIntyre River,21/07/1841,0196,5070,[4/95],,NRS 14363,
,MCINTYRE,Peter,Sydney,New England,McIntyre River,27/06/1840,0067,5069,[4/93],,NRS 14363,
,MCINTYRE,Peter,Invermein,Liverpool Plains,Long Point; Liverpool and New England and McIntyres River,05/07/1839,0058,5068,[4/92],,NRS 14363,
,MCINTYRE,Peter,Sydney,New England,South Western,04/06/1838,0147,5067,[4/91],Other names mentioned: GOODSIR (Mr),NRS 14363,
,MCIVER,John,Bell Trees,New England,Scotts (Captain) late cattle station,30/09/1841,0532,5072,[4/97],Other names mentioned: SCOTT (Captain),NRS 14363,
,MCIVER,John,-,New England,Ingleba,30/03/1846,1216,5081,[4/108],,NRS 14363,
,MCIVOR,-,-,New England,Ingleba,05/09/1845,0146,5079,[4/105],and HOW and CO,NRS 14363,
,MCIVOR,John,Tia,New England,Tia,26/08/1844,0181,5077,[4/103],,NRS 14363,
,MCKAY,D,-,Maneroo,Bald Hills,30/09/1845,0725,5080,[4/107],,NRS 14363,
,MCKAY,Hugh,Bathurst,Wellington (beyond),Western,25/02/1837,0263,5067,[4/91],,NRS 14363,
,MCKAY,J C,-,New England,Aberbaldie,25/09/1845,0475,5080,[4/107],,NRS 14363,
,MCKAY,William,-,Maneroo,Bald Plains,28/09/1844,0518,5078,[4/102],,NRS 14363,
,MCKELLAR,Isabella,Sydney,Clarence River,York,21/09/1844,0330,5077,[4/103],,NRS 14363,
,MCKENZIE,(Messrs),Dochcairns,New England,Dochcairns,26/06/1840,0675,5069,[4/93],and ROBINSONS; or ROBINSON,NRS 14363,
,MCKENZIE,-,New England,New England,Sawyer's Creek,30/06/1841,0053,5070,[4/95],and JAMIESON,NRS 14363,
,MCKENZIE,-,Surveyors Creek,New England,Surveyors Creek,30/09/1843,0448,5076,[4/100],and JAMIESON,NRS 14363,
,MCKENZIE,-,Gobarolong,Murrumbidgee,Gobarolong,27/09/1842,0493,5074,[4/99],and PERRY,NRS 14363,
,MCKENZIE,-,Prospect,Port Macquarie,Nula Nula,11/10/1842,0627,5074,[4/99],and GRAHAM,NRS 14363,
,MCKENZIE,-,New England,New England,Surveyors Creek,20/09/1842,0417,5074,[4/99],and JAMIESON,NRS 14363,
,MCKENZIE,-,-,Murrumbidgee,Mullingunder,30/09/1845,0758,5080,[4/107],and MORRICE,NRS 14363,
,MCKENZIE,-,-,Murrumbidgee,Tootill?,30/09/1845,0756,5080,[4/107],and MORRICE,NRS 14363,
,MCKENZIE,-,-,Murrumbidgee,Woomargama,30/09/1845,0757,5080,[4/107],and MORRICE,NRS 14363,
,MCKENZIE,Alexander R,Bathurst,Bathurst,Western,28/01/1837,0178,GvtG,,,NRS 14363,
,MCKENZIE,C J,-,Moreton Bay,Kilcoy,22/09/1845,0402,5080,[4/107],"and MCKENZIE, E (Sir)",NRS 14363,
,MCKENZIE,Colin,Moreton Bay,Moreton Bay,Kilcoy,22/09/1843,0316,5075,[4/101],"and MCKENZIE, Evan",NRS 14363,
,MCKENZIE,Colin John,Kilcoy Station,Moreton Bay,Kilcoy Station,19/12/1842,0663,5074,[4/99],"and MCKENZIE, Evan",NRS 14363,
,MCKENZIE,D (Reverend),Hume River,Murrumbidgee,Hergania,23/06/1842,0036,5073,[4/98],"and MORRICE, John",NRS 14363,
,MCKENZIE,David,Sydney,Murrumbidgee,Bowmagen,29/06/1841,0036,5070,[4/95],"and WYLDE, Robert",NRS 14363,
,MCKENZIE,E (Sir),-,Moreton Bay,Kilcoy,22/09/1845,0402,5080,[4/107],"and MCKENZIE, C J",NRS 14363,
,MCKENZIE,Evan,Kilcoy Station,Moreton Bay,Kilcoy Station,19/12/1842,0663,5074,[4/99],"and MCKENZIE, Colin John",NRS 14363,
,MCKENZIE,Evan,Moreton Bay,Moreton Bay,Kilcoy,22/09/1843,0316,5075,[4/101],"and MCKENZIE, Colin",NRS 14363,
,MCKENZIE,J K,Glenfield,Monaroo,Southern,11/02/1837,0220,GvtG,,,NRS 14363,
,MCKENZIE,John,Pitt Town,New England,Stoney Batter,06/07/1842,0740,5071,[4/96],,NRS 14363,
,MCKENZIE,John,Pitt Town,New England,Stoney Batter,06/07/1842,0731,5071,[4/96],Fined £2?,NRS 14363,
,MCKENZIE,John,New England,New England,Stoney Batter,11/08/1843,0769,5074,[4/99],,NRS 14363,
,MCKENZIE,R R,Sydney,New England,Salisbury Plains,01/07/1841,0088,5070,[4/95],,NRS 14363,
,MCKENZIE,R R,Tenterfield,New England,Tenterfield,25/07/1843,0058,5075,[4/101],,NRS 14363,
,MCKENZIE,Robert,Port Macquarie,McLeay River,Northern,11/02/1837,0226,GvtG,,,NRS 14363,
,MCKENZIE,Robert Ramsay,Sydney,New England,Salisbury Plains,30/06/1840,0122,5069,[4/93],,NRS 14363,
,MCKENZIE,S A,-,Clarence River,Southgate,08/10/1845,0921,5081,[4/106],or MACKENZIE,NRS 14363,
,MCKENZIE,Samuel,-,Murrumbidgee,Gobangola,02/11/1843,0599,5076,[4/100],,NRS 14363,
,MCKENZIE,Samuel,-,Clarence River,"Southgate, Clarence",24/09/1844,0364,5077,[4/103],or MACKENZIE,NRS 14363,
,MCKENZIE,Samuel,-,Murrumbidgee,Gobaralong,27/09/1844,0440,5078,[4/102],,NRS 14363,
,MCKENZIE,Samuel,Coranga Rangella,Murrumbidgee,Gobarralong,03/10/1842,0620,5074,[4/99],"and PERRY, J",NRS 14363,
,MCLACHLAN,D,Patrick's Plains,Invermein,Northern,14/01/1837,0029,GvtG,,,NRS 14363,
,MCLAUGHLIN,John,Maneroo,Maneroo,-,21/09/1842,0754,5071,[4/96],,NRS 14363,
,MCLAUGHLIN,John,Deleck Norra,Maneroo,Deleck Norra,12/09/1843,0777,5074,[4/99],,NRS 14363,
,MCLAUGHLIN,John,Delek Dorra,Maneroo,Deleck Dorra,19/08/1840,0273,5069,[4/93],,NRS 14363,
,MCLAUGHLIN,John,Deleck Norra,Maneroo,Deleck Norra,12/09/1843,0239,5075,[4/101],,NRS 14363,
,MCLAUGHLIN,Patrick,Creawa,Maneroo,Creawa,20/06/1842,0024,5073,[4/98],,NRS 14363,
,MCLAUGHLIN,Patrick,Creawa,Maneroo,Creawa,12/09/1842,0381,5073,[4/98],"Licence ""Cancelled""",NRS 14363,
,MCLAUGHLIN,Patrick,Crerawa,Maneroo,Crerawa,29/09/1841,0480,5072,[4/97],,NRS 14363,
,MCLAURIN,James,-,Murrumbidgee,Connella,12/09/1845,0201,5079,[4/105],or MCLAURINE,NRS 14363,
,MCLEAN,J D,-,Clarence River,Duck Creek,02/10/1844,0655,5078,[4/102],,NRS 14363,
,MCLEAN,J D,-,Clarence River,Duck Creek,27/09/1845,0545,5080,[4/107],,NRS 14363,
,MCLEAN,John,Liverpool Plains,Liverpool Plains,Northern,01/06/1837,0351,5067,[4/91],,NRS 14363,
,MCLEAN,John,Bughern,New England,Bergein,08/10/1840,0521,5070,[4/94],£10 has been paid for fine under 2nd section of 2 Vic No 27 for the occupation of lands up to this date without a licence,NRS 14363,
,MCLEAN,John,-,New England,Bergen Op Zoom,26/05/1843,0739,5074,[4/99],,NRS 14363,
,MCLEAN,John,Bergen Up Zoom,New England,Bergen Up Zoom,30/09/1843,0461,5076,[4/100],,NRS 14363,
,MCLEAN,John,-,New England,Bergen op Zoon,26/09/1845,0493,5080,[4/107],(The Executors of),NRS 14363,
,MCLEAN,John,New England,New England,Northern Limits (The),10/07/1839,0100,5068,[4/92],,NRS 14363,
,MCLEAN,John,-,New England,Bergin Op Zoom,28/09/1844,0508,5078,[4/102],(The Estate of),NRS 14363,
,MCLEAN,John,Birch Grove,Maneroo,Uramudally,04/07/1839,0041,5068,[4/92],,NRS 14363,
,MCLEAN,John,Sydney,Maneroo,Urebadalla,30/09/1841,0513,5072,[4/97],2 entries for No 513,NRS 14363,
,MCLEAN,John,Bughra?,New England,Bugera,30/08/1841,0356,5072,[4/97],or MURRAY,NRS 14363,
,MCLEAN,John,Brick Grove near Sydney,Maneroo,Uribadalla,27/06/1840,0049,5069,[4/93],,NRS 14363,
,MCLEAY,Alexander,-,Murrumbidgee,Tarcatta and Murrumbidgee River,06/10/1845,0885,5081,[4/106],"and MCLEAY, George",NRS 14363,
,MCLEAY,George,-,Murrumbidgee,Murrumbidgee River (A portion of the),24/09/1845,0443,5080,[4/107],"and MCLEAY, William",NRS 14363,
,MCLEAY,George,Sydney,Murrumbidgee,Tarcutta Creek,30/09/1842,0605,5074,[4/99],,NRS 14363,
,MCLEAY,George,-,Murrumbidgee,Tarcatta and Murrumbidgee River,06/10/1845,0885,5081,[4/106],"and MCLEAY, Alexander",NRS 14363,
,MCLEAY,George,Sydney,Murrumbidgee,Tarcutta Creek,02/09/1841,0371,5072,[4/97],"Other names mentioned: MCLEAY, A",NRS 14363,
,MCLEAY,George,Brownlow Hill,Murrumbidgee,Southern,02/06/1838,0139,5067,[4/91],,NRS 14363,
,MCLEAY,George,Brownlow Hill,Murrumbidgee,Southern,27/03/1837,0307,5067,[4/91],,NRS 14363,
,MCLEAY,George,Camden,Murrumbidgee,Tallcutta on the bank of the river,14/10/1839,0456,5068,[4/92],,NRS 14363,
,MCLEAY,William,-,Murrumbidgee,Murrumbidgee River (A portion of the),24/09/1845,0443,5080,[4/107],"and MCLEAY, George",NRS 14363,
,MCLEOD,(Messrs),Glenlyon,New England,Glenlyon,21/08/1845,0048,5079,[4/105],and WRIGHT,NRS 14363,
,MCLEOD,Alex,"Dalziel, Maitland",Liverpool Plains,Black Creek and Philips Creek,29/09/1840,0437,5070,[4/94],£10 of which is for fee on last years licence which was not taken out - as authorized per Col Sec letter 26 Sept No 40/174,NRS 14363,
,MCLEOD,Alex,"Dalziel, Maitland",Liverpool Plains,Black Creek and Phillips Creek,22/09/1841,0440,5072,[4/97],"Other names mentioned: GORE, T and CO",NRS 14363,
,MCLEOD,Alexander,Hunters River,Liverpool Plains,Northern and Western,21/06/1838,0202,5067,[4/91],,NRS 14363,
,MCLEOD,Alexander,Rattagan,Liverpool Plains,Northern,27/02/1837,0264,5067,[4/91],,NRS 14363,
,MCLEOD,Alexander,Cobrabald Creek,New England,Cobbra,06/04/1840,0642,5069,[4/93],,NRS 14363,
,MCLEOD,Archibald,Gundaroo,Maneroo,Wambang,30/09/1840,0490,5070,[4/94],£10 of which is for fee on last years licence which was not taken out - as authorized per Col Sec letter 26 Sept No 40/174,NRS 14363,
,MCLEOD,Archibald,Gunderoo,Maneroo,Wambang,01/08/1840,0683,5069,[4/93],"Licence ""Cancelled""",NRS 14363,
,MCLEOD,Archibald,Gundaroo,Maneroo,Bigbadger,02/09/1841,0376,5072,[4/97],,NRS 14363,
,MCLEOD,Archibald,Mayvale/Maryvale Liverp,Maneroo,Southern,09/03/1837,0281,5067,[4/91],,NRS 14363,
,MCLEOD,Colin,Newfoundland,New England,-,14/03/1840,0594,5069,[4/93],,NRS 14363,
,MCLEOD,Colin,Glen Colin,New England,Glen Colin,06/07/1842,0730,5071,[4/96],,NRS 14363,
,MCLEOD,Colin,Glen Colin,New England,Glen Colin,08/11/1843,0610,5076,[4/100],,NRS 14363,
