SA Item,SG Map,Area,Firstname,Surname,Date,Description,Remarks
[2291],C.1154.a,Currowan,AG,Maclean,1844,Currowan Village.Superseded by C.1154.c,
[2308],C.4.1198,Church Lands,A,MacLean (copied by),1842,"Plan of the Parishes of Crosbie, Fitzroy, Verulam, Faulkland, Trevor and Thalaba, forming a portion of the Clergy & School Estates in the County of Gloucester",
[SZ289],I.979e,Interior,-,Macpherson,1849,Tracing of a sketch of the country about the Maranoa River,
[1608],B.1975.a,Booroorban,A,MacPherson,1867,"Plan showing design for proposed village of Booroorban, County Townsend.Porter's Dam on Box Creek shown. Surveyor:Alexander MacPherson",
[5613],S.1.1033,Shoal Bay,RH,Maddocks,nd,"Chart of the Shoal Bay, River Clarence from the entrance up to the head of tidal influence.Scale about 1 mile to an inch - much data re timber, natives and game etc.",2 of 2 sheets
[5612],S.1.1033,Shoal Bay,RH,Maddocks,nd,"Chart of the Shoal Bay, River Clarence from the entrance up to the head of tidal influence.Scale about 1 mile to an inch - much data re timber, natives and game etc.",1 of 2 sheets
[3282],K.1865,Kahiba,-,Maitland,1863,Preliminary survey showing measured allotments,
[4786],P.44.574,Port Jackson,DM,Maitland,Jul 1877,"(Darling Harbour) Plan of Darling Harbour frontage, showing Dibbs & Company's Wharf between Trig. Station 8 and 7",
[4313],M.1.1815,Mineral Leases,DM,Maitland,Mar 1862,(Maitland)Plan of 2 portions of 40 acres each applied for to lease for coal mining in the town reserve of Maitland,
[4314],M.4.1815,Mineral Leases,DM,Maitland,Jul 1862,"(Parishes of Newcastle and Kahibah)Plan of 2 portions of mineral land in the Parish of Newcastle applied for as mineral leases by JS Mort & C Smith.Comments on geology, timber, soil and water availability",
[5252],R.1148.k,Roads,DM,Maitland,25 Nov 1857,(Newcastle to Lake Macquarie)Plan showing proposed deviation in the proclaimed road from Newcastle to Brisbane Water on the property of the Australian Agricultural Company near Newcastle,
[1532],B.1469,Baw Baw,-,Mann,1851,"Plan showing the position of twenty three allotments in the Village of ""BawBaw"" near Goulburn, County Argyle",
[2806],G.948d,Goulburn,-,Mann,1868,Plan showing town boundaries,
[2934],G.2313 (1),Glenbrook,-,Mann,1884,No. 3 tracing of design for Village,
[2936],G.2313a,Glenbrook,-,Mann,1884,Feature survey,
[2937],G.2313c,Glenbrook,-,Mann,1884,Plan of site for suburban sub-division,
[5737],S.2023,Samarez,E,Mann,24 Mar 1869,"Samarez Village site, County Sandon",
[5738],S.2023a,Samarez,E,Mann,9 Mar 1869,Samarez Village design.This plan cancelled by S.2023b,
[5739],S.2023b,Samarez,E,Mann,24 Mar 1869,Samarez Village design,
[2172],C.451.730,Church Lands (Yass),JF,Mann,May 1851,"Plan of Allotments for Wesleyan Church, School and Manse, Yass",
[2173],C.452.730,Church Lands (Gunning),JF,Mann,Apr 1851,"Plan showing Allotments for Church of England Church, School and Manse, Gunning",
[5216],R.3.1053,Road,JF,Mann,1849,Plan shown new line of road and old - Yass to near Gunning.Farms and other locations shown - County King,
[2099],C.314.730,Church Lands (Goulburn),JF,Mann,Oct 1848,Plan showing land for Wesleyan Burial Ground at Goulburn,
[2176],C.465.730,Church Lands (Binda),JF,Mann,Jun 1851,"Plan showing Allotments for Wesleyan Chapel, Residence and School, Village of Binda",
[2177],C.466.730,Church Lands,JF,Mann,Jun 1851,"(Bungendore)Plan showing Allotments for Wesleyan Chapel, Residence and School, Village of Bungendore",
[2102],C.319.730,Church Lands,JF,Mann,Sep 1848,"(Bungendore) Plan showing site of General Cemetery, Bungendore",
[2103],C.320.730,Church Lands,JF,Mann,Dec 1848,"(Reidsdale)Plan showing sites of Roman Catholic Church, School and Residence at Reidsdale",
[4700],O.1889,Oberon,JF,Mann,10 Mar 1853,"Oberon (formerly Bullock Flats) Village Reserve on Fish River, County Westmoreland.Public house, post office, steam mill and C Whalans & other lands shown - design plan attached",
[2113],C.334.730,Church Lands,JF,Mann,Apr 1849,"(North Gundagai) Plan showing Allotments for a Wesleyan Chapel, School and Residence, North Gundagai",
[2117],C.343.730,Church Lands (Collector),JF,Mann,Mar 1849,"Plan showing land for Roman Catholic Church, School and Residence, Village of Collector",
[1516],B.1396,Boorowa,JF,Mann,1850,"Plan of the Village Reserve, Boorowa River, County King",
[2204],C.496.730,Church Lands,JF,Mann,Oct 1852,"(Queanbeyan)Plan of Allotments for Presbyterian Church, School and Manse, Queanbeyan",
[5088],R.8.818,Roads (Illawarra),JF,Mann,4 Jun 1850,"Plan showing the survey of a portion of the line of road from Shoalhaven to Bong Bong & Berrima.Shows along the Shoalhaven River, in the region of Pig Island",
[2156],C.429.730,Church Lands,JF,Mann,Sep 1850,"(Woorigee, Shoalhaven)Plan of Allotments at Woorigee, Shoalhaven, for Wesleyan Chapel, School and Residence",
[2166],C.443.730,Church Lands,JF,Mann,Jul 1850,"(Mogo Creek, County of St Vincent)Plan showing land at Mogo Creek for a Roman Catholic Burial Ground",
[2094],C.303.730,Church Lands (Gunning),JF,Mann,Jul 1848,"Plan showing land for Wesleyan Chapel, School and Residence, Gunning",
[2171],C.450.730,Church Lands (Goulburn),JF,Mann,Apr 1851,"Plan of Allotments for Jewish School and Synagogue, Goulburn",
[5890],V.10.1655,Victoria,-,Martin,1856,Lithograph showing Township of Beechworth.Scale 4 chains to an inch,
[5891],V.11.1655,Victoria,-,Martin,1856,Lithograph showing Township of Yackandandah and suburban allotments.Scale 8 chains to an inch,
[5889],V.9.1655,Victoria,AL,Martin,1857,Lithograph showing extension of the Township of Beechworth and adjoining suburban allotments.Scale 12 chains to aninch,
[5661],S.7.1267,Squatting District,-,Massie,1847,"Squatting District Features.McLeay Pastoral District, with Station holders McLeay River to Nambucca River",
[5931],W.675,Wollombi District,-,Mathew,Aug 1830,"Plan of Wollombi Brook, Walagar & other tributaries, ranges south from Broke, Co Northumberland, with Station holders names & intersecting roads",2 of 3 sheets
[5930],W.675,Wollombi District,-,Mathew,Aug 1830,"Plan of Wollombi Brook, Walagar & other tributaries, ranges south from Broke, Co Northumberland, with Station holders names & intersecting roads",1 of 3 sheets
[5932],W.675,Wollombi District,-,Mathew,1830,"Plan of Wollombi Brook, Walagar & other tributaries, ranges south from Broke, Co Northumberland, with Station holders names & intersecting roads",3 of 3 sheets
[5933],W.1.678,Wollombi,-,Mathew,1830,Plan of Range from Corobeare Reserve on the Wollombi to highland west of Lake Macquarie,
[5934],W.2.678,-,-,Mathew,1830,Plan of Broken Back Mountains - a continuation northerly of W.1.678,
[5935],W.3.678,Warrawalong,-,Mathew,1830,"Continuation of Range to Mounts Warrawalong and Macquoid, County Northumberland",
[5939],W.6.678,Wyrrabalong,-,Mathew,Jun 1831,"Plan of Range from Lake Macquarie to Newcastle & ranges between Wyrrabalong & Reid's Mistake, including Bungaree - Norah & other peaks, County of Northumberland. Numerous native names are also shown",2 of 3 sheets
[5938],W.6.678,Wyrrabalong,-,Mathew,Jun 1831,"Plan of Range from Lake Macquarie to Newcastle & ranges between Wyrrabalong & Reid's Mistake, including Bungaree - Norah & other peaks, County of Northumberland. Numerous native names are also shown",1 of 3 sheets
[5940],W.6.678,Wyrrabalong,-,Mathew,28 Jul 1833,"Plan of Range from Lake Macquarie to Newcastle & ranges between Wyrrabalong & Reid's Mistake, including Bungaree - Norah & other peaks, County of Northumberland. Numerous native names are also shown",3 of 3 sheets
[5942],W.8.678,-,-,Mathew,1831,"Plan of lateral ranges about Lake Macquarie - County Northumberland, shows numerous native names",
[5945],"W.10-.13.678, W.10a.678",-,-,Mathew,1831,"Surveys about Tuggerah Lake, Brisbane Water, Myall Range - County Northumberland",2 of 4 (W.13.678 not held)
[5944],"W.10-.13.678, W.10a.678",-,-,Mathew,1831,"Surveys about Tuggerah Lake, Brisbane Water, Myall Range - County Northumberland",1 of 4 (W.13.678 not held)
[5936],W.4.678,"""Wollongongine""",-,Mathew,1831,"Survey of W Macdonald's grant of 1,132 acres called ""Wollongongine""",
[5962],W.840,Wilberforce,-,Mathew,Oct 1833,Copy of a map attached to the original deed of grant of Wilberforce Common - shows list of portions and names,
[5946],"W.10-.13.678, W.10a.678",-,-,Mathew,,"Surveys about Tuggerah Lake, Brisbane Water, Myall Range - County Northumberland",3 of 4 (W.13.678 not held)
[5947],"W.10-.13.678, W.10a.678",-,-,Mathew,,"Surveys about Tuggerah Lake, Brisbane Water, Myall Range - County Northumberland",4 of 4 (W.13.678 not held)
[5041],R.747,Roads,F,Mathew,1832,Plan of Roads in Wilberforce and Kurrajong,
[1842],C.28a.730,Church Lands,F,Mathew,May 1833,(Parish of Frederick)Plan of Church Reserve in the Parish of Frederick,
[5540],S.903,Sydney,F,Mathew,24 Sep 1833,"Plan of allotments for the proposed Crescent on Church Hill - Kent Street, Princes and Clarence - Cancelled by plan S.903a",
[5549],S.15.907,Sydney Streets,F,Mathew,30 Oct 1837,Sketch showing the proposed prolongation of Sussex Street northwards to Miller's Point,
[1848],C.33.730,Church Lands,F,Mathew,Jul 1833,(Pitt Town)Survey of Church and School Allotment and Old Burial Ground,
[1849],C.36.730,Church Lands (Windsor),F,Mathew,May 1833,"Plan of Roman Catholic Chapel and Burial Ground, Windsor",
[4902],P.843,Parramatta,F,Mathew,18 Dec 1833,"Parramatta - part of river and buildings; Female Orphan School, Commissioner's Store, G & J Palmer's houses",
[1847],C.32.730,Church Lands,F,Mathew,Jul 1833,"(Hunter's Hill)Survey of the Church Lands in the Parish of Hunter's Hill showing St Anne's Church, Kissing Point",
[1851],C.38.730,Church Lands (Windsor),F,Mathew,Nov 1833,"Survey of site for Presbyterian Chapel and Burial Ground, Windsor.Annotated to show land purchased for railway line 1863",
[1856],C.44.730,Church Lands (Windsor),F,Mathew,Jun 1834,Survey of 40 acres of Glebe in the Parish of St Mathew,
[3701],M.3.745,Mulgoa Farms,F,Mathew,Mar 1833,"Survey showing the roads leading to the Allotments in the Parish of Weromba & Warragumba, County of Camden.Shows J Marden's 785 acres & N Carbery's 624 acres applied for to purchase",
[1858],C.48.730,Church Lands (Appin),F,Mathew,Jul 1834,Survey of the Burial Ground in the town of Appin,
[1821],C.8.730,Church Lands,F,Mathew,May 1832,(Castle Hill) Survey of the 40 acres at Glebe out of the Church and School Land of 200 acres atCastle Hill,
[3702],M.7.745,Mulgoa Farms,F,Mathew,Aug 1834,"Re survey of H McArthur's 1,060 acre grant in the Parish of Weromba made for the purpose of obtaining a correct description there being no length of lines on Mr Dixon's original plan",
[1859],C.49.730,Church Lands,F,Mathew,Sep 1834,"(Parramatta) Survey of the Roman Catholic Burial Ground, Parramatta",
[3061],H.693,Hay (now Lemington),F,Mathew,1830,"Lemington Village site (originally Hay, Parishes Lemington and Ravenswood, County Hunter",
[1823],C.10.730,Church Lands,F,Mathew,Apr 1832,"(Upper Portland Head, Hawkesbury) Survey of the land occupied by the Schoolmaster at Upper Portland Head",
[1825],C.12.730,Church Lands,F,Mathew,Jun 1832,"(Castlereagh)Plan of Glebe and Burial Ground, Castlereagh",
[3036],H.5a.679,Hawkesbury,F,Mathew,Apr 1832,"(Portland Head)Sketch of James Huxley's 40 acre grant on the Hawkesbury River at Portland Head, Parish of Meehan",
[1829],C.16.730,Church Lands,F,Mathew,Jul 1832,(Cabramatta)Sketch of School and Burial Ground at Cabramatta,
[1862],C.52.730,Church Lands,F,Mathew,Dec 1834,"(Cornwallis)Survey of Church of Engalnd School Site at Cornwallis, Parish of St Matthew, on land presented by William Cox",
[3038],H.6a.679,Hawkesbury,F,Mathew,Apr 1832,"(Upper Portland Head)Lewis Jones' 100 acre grant, near Nepean River, Parish of Wilberforce",
[1831],C.18.730,Church Lands (Prospect),F,Mathew,Jul 1832,"Sketch of site of School House at Seven Hills, Parish of Prospect",
[1863],C.53.730,Church Lands,F,Mathew,Dec 1834,(Castlereagh)Plan of land in the Parish of Castlereagh for a school,
[3040],H.7a.679,Hawkesbury,F,Mathew,Apr 1832,"(Upper Portland Head)Sketch of Samuel Wright's 50 acre grant, Parish of Wilberforce",
[1833],C.19.730,Church Lands (Appin),F,Mathew,Oct 1832,Sketch of Glebe at Appin and lands reserved for Church Burial Ground and School,
[1834],C.20.730,Church Lands (Appin),F,Mathew,Oct 1832,"Sketch showing Burial Ground, School and Church",
[1834],C.21.730,Church Lands,F,Mathew,Oct 1832,"(Castlereagh)Sketch of Glebe, Castlereah",
[5019],R.657,Road,F,Mathew,1830,Plan of line of road between the Wollombi via Wambrook Creek and peak to Hunter River.,
[4818],P.1.750,Parramatta,F,Mathew,26 Oct 1832,"Survey of two allotments in Town of Parramatta, on Western Road, applied for to purchase by John Smith",
[1820],C.7.730,Church Lands,F,Mathew,May 1832,(Castle Hill) Survey of the land occupied by the Schoolmaster at Castle Hill,
[1822],C.9.730,Church Lands,F,Mathew,Apr 1832,"(Upper Portland Head, Hawkesbury)Survey of Burial Ground at Upper Portland on the Hawkesbury",
[1824],C.11.730,Church Lands,F,Mathew,May 1832,"(Pitt Town)Plan of Glebe and Burial Ground, Pitt Town",
[1826],C.13.730,Church Lands,F,Mathew,Jun 1832,(Castlereagh) Sketch of Glebe showing encroachment,
[4412],N.7.694,Nepean Farms,F,Mathew,Sep 1833,"Survey made for the purpose of preparing description of 3 farms - West's 30 acres, Smith's 30 acres, Kennedy's 30 acres - & amending that of Stephen's 560 acres. Parish ofNepean",
[5096],R.839,Road,F,Mathew,1839,Plan of roads in Pitt Town District County Cumberland.Map also names grantees,
[5487],S.821a,Sydney,F,Mathew,5 May 1836,"Plan of Crown Land surrounding Fort Phillip, with buildings - Kent Street",
[4413],N.6.694,Nepean Farms,F,Mathew,Sep 1833,Survey of James Comer's 60 acres applied for to purchase,
[1828],C.15.730,Church Lands (Narellan),F,Mathew,Jul 1832,"Sketch of Burial Ground, Narellan",
[4766],S.5a.907,Sydney Streets,F,Mathew,Apr 1835,"Plan of Parramatta Road, showing the proposed extension of that street to the breadth of 84 feet",
[1830],C.17.730,Church Lands,F,Mathew,Jul 1832,(St Peters)Sketch of Glebe in the Parish of St Peters,
[5960],W.829,Wilberforce,F,Mathew,1833,Survey of the township of Wilberforce,
[1841],C.28.730,Church Lands,F,Mathew,May 1833,(Parish of Frederick)Plan of Burial Ground in the Parish of Frederick,
[1270],B.106a,Bathurst,-,McBrien,1823 (?),Chartor Plan of Bathurst (with building locations & grants & bridge crossing Campbell River & old road to Bathurst) (Rough copy or draft of B.106),
[1288],B.151,Bathurst,-,McBrien,not dated,"Rough sketch map showing town site Bathurst, Queen Charlotte Vale, Princess Charlotte Gully, Macquarie River, Campbells River, Mitchell Plains, Bathurst Plains, Evans survey mark, Dec 6(?) 1814 or 1815",
[2965],H.130,Hunter River,-,McBrien,Between 1820-26,"Plan part Hunter River adjoining Parish Ravensworth, County Durham, no portions but few houses",
[1269],B.1,Bathurst,-,McBrien,1823,"Grants at Bathurst, east side of Macquarie River",
[3329],L.70,Liverpool Road,-,McBrien,nd,Sketch of Liverpool Road from Ashfield to Turnpike Gate,
[1277],B.147,Bathurst,J,McBrien,1823,"Field sketch, showing grants without names",
[1278A],B.1.147?,Bathurst,J,McBrien,1823,Survey of grants at Bathurst,
[1280],B.3.147,Bathurst,J,McBrien,1823,Survey of grants around Campbell and Macquarie Rivers at Bathurst,
[1281],B.4.147,Bathurst,J,McBrien,1823,Survey of grants,
[1282],B.5.147,Bathurst,J,McBrien,1823,Survey of road Emu Nepean River to Bathurst (see also Field Book).Surveyor:James McBrien,1 of 3
[1284],B.7.147,Bathurst,J,McBrien,1823,Survey of part of road from Emu Plains to Bathurst,
[1283],B.6.147,Bathurst,J,McBrien,1823,Survey of road Emu Nepean River to Bathurst (see also Field Book).Surveyor:James McBrien,2 of 3
[1273],B.134 (pt),Bathurst,J,McBrien,nd,Part of a sketch showing boundaries of farms,
[1286],B.10.1,Bathurst,J,McBrien,,Survey of road Emu Nepean River to Bathurst (see also Field Book).Surveyor:James McBrien,3 of 3
[1278],B.1.147?,Bathurst,J,McBrien,1823,Survey of grants along Winburndale Creek,
[1279],B.2.147,Bathurst,J,McBrien,1823,Survey of grants along the Macquarie River at Bathurst.Shows the Reserve for the Crown,
